DrugId:START_ID(Drug),Relation:TYPE,ProteinId:END_ID(Protein),RelationName,Action
DB00110,DrugToProtein,P00736,Target,Unknown
DB00110,DrugToProtein,P02745,Target,Unknown
DB00110,DrugToProtein,P02746,Target,Unknown
DB00110,DrugToProtein,P02747,Target,Unknown
DB00110,DrugToProtein,P08637,Target,Unknown
DB00110,DrugToProtein,P12314,Target,Unknown
DB00110,DrugToProtein,P31994,Target,Unknown
DB00111,DrugToProtein,P01589,Target,Antibody
DB00111,DrugToProtein,P14784,Target,Antibody
DB00111,DrugToProtein,O75015,Target,Antibody
DB00111,DrugToProtein,P00736,Target,Antibody
DB00111,DrugToProtein,P02745,Target,Antibody
DB00111,DrugToProtein,P02746,Target,Antibody
DB00111,DrugToProtein,P02747,Target,Antibody
DB00111,DrugToProtein,P08637,Target,Antibody
DB00111,DrugToProtein,P12314,Target,Antibody
DB00111,DrugToProtein,P12318,Target,Antibody
DB00111,DrugToProtein,P31994,Target,Antibody
DB00111,DrugToProtein,P31995,Target,Antibody
DB00111,DrugToProtein,P01589,Target,Unknown
DB00111,DrugToProtein,P14784,Target,Unknown
DB00111,DrugToProtein,O75015,Target,Unknown
DB00111,DrugToProtein,P00736,Target,Unknown
DB00111,DrugToProtein,P02745,Target,Unknown
DB00111,DrugToProtein,P02746,Target,Unknown
DB00111,DrugToProtein,P02747,Target,Unknown
DB00111,DrugToProtein,P08637,Target,Unknown
DB00111,DrugToProtein,P12314,Target,Unknown
DB00111,DrugToProtein,P12318,Target,Unknown
DB00111,DrugToProtein,P31994,Target,Unknown
DB00111,DrugToProtein,P31995,Target,Unknown
DB00112,DrugToProtein,P15692,Target,Unknown
DB00112,DrugToProtein,P02745,Target,Unknown
DB00112,DrugToProtein,P02746,Target,Unknown
DB00112,DrugToProtein,P02747,Target,Unknown
DB00112,DrugToProtein,P08637,Target,Unknown
DB00112,DrugToProtein,P12314,Target,Unknown
DB00112,DrugToProtein,P12318,Target,Unknown
DB00112,DrugToProtein,P31994,Target,Unknown
DB00112,DrugToProtein,P31995,Target,Unknown
DB00113,DrugToProtein,P13688,Target,Other/unknown
DB00114,DrugToProtein,Q9BYV1,Target,Cofactor
DB00114,DrugToProtein,Q99259,Target,Cofactor
DB00114,DrugToProtein,P35520,Target,Cofactor
DB00114,DrugToProtein,Q16719,Target,Cofactor
DB00114,DrugToProtein,P34896,Target,Cofactor
DB00114,DrugToProtein,Q9Y697,Target,Cofactor
DB00114,DrugToProtein,P17174,Target,Cofactor
DB00114,DrugToProtein,P04181,Target,Cofactor
DB00114,DrugToProtein,P11926,Target,Cofactor
DB00114,DrugToProtein,Q8N5Z0,Target,Cofactor
DB00114,DrugToProtein,P80404,Target,Cofactor
DB00114,DrugToProtein,Q9NVS9,Target,Cofactor
DB00114,DrugToProtein,O95470,Target,Cofactor
DB00114,DrugToProtein,P17735,Target,Cofactor
DB00114,DrugToProtein,Q16773,Target,Cofactor
DB00114,DrugToProtein,O15270,Target,Cofactor
DB00114,DrugToProtein,Q9Y600,Target,Cofactor
DB00114,DrugToProtein,P19113,Target,Cofactor
DB00114,DrugToProtein,Q96A70,Target,Cofactor
DB00114,DrugToProtein,P20132,Target,Cofactor
DB00114,DrugToProtein,O75600,Target,Cofactor
DB00114,DrugToProtein,P23378,Target,Cofactor
DB00114,DrugToProtein,P24298,Target,Cofactor
DB00114,DrugToProtein,Q9Y617,Target,Cofactor
DB00114,DrugToProtein,P13196,Target,Cofactor
DB00114,DrugToProtein,P21549,Target,Cofactor
DB00114,DrugToProtein,Q96GD0,Target,Cofactor
DB00114,DrugToProtein,O15269,Target,Cofactor
DB00114,DrugToProtein,P32929,Target,Cofactor
DB00114,DrugToProtein,P54687,Target,Cofactor
DB00114,DrugToProtein,O15382,Target,Cofactor
DB00114,DrugToProtein,O94903,Target,Cofactor
DB00114,DrugToProtein,P00505,Target,Cofactor
DB00114,DrugToProtein,P11216,Target,Cofactor
DB00114,DrugToProtein,P11217,Target,Cofactor
DB00114,DrugToProtein,P20711,Target,Cofactor
DB00114,DrugToProtein,Q05329,Target,Cofactor
DB00114,DrugToProtein,Q6YP21,Target,Cofactor
DB00114,DrugToProtein,Q6ZQY3,Target,Cofactor
DB00114,DrugToProtein,Q96I15,Target,Cofactor
DB00114,DrugToProtein,Q6WRI0,Target,Cofactor
DB00114,DrugToProtein,Q8IUZ5,Target,Cofactor
DB00114,DrugToProtein,P34897,Target,Cofactor
DB00114,DrugToProtein,P22557,Target,Cofactor
DB00114,DrugToProtein,Q8TD30,Target,Cofactor
DB00114,DrugToProtein,Q96EN8,Target,Cofactor
DB00114,DrugToProtein,Q96GA7,Target,Cofactor
DB00114,DrugToProtein,Q9GZT4,Target,Cofactor
DB00114,DrugToProtein,Q9HD40,Target,Cofactor
DB00114,DrugToProtein,Q9NUV7,Target,Cofactor
DB00114,DrugToProtein,Q9BYV1,Target,Activator
DB00114,DrugToProtein,Q99259,Target,Activator
DB00114,DrugToProtein,P35520,Target,Activator
DB00114,DrugToProtein,Q16719,Target,Activator
DB00114,DrugToProtein,P34896,Target,Activator
DB00114,DrugToProtein,Q9Y697,Target,Activator
DB00114,DrugToProtein,P17174,Target,Activator
DB00114,DrugToProtein,P04181,Target,Activator
DB00114,DrugToProtein,P11926,Target,Activator
DB00114,DrugToProtein,Q8N5Z0,Target,Activator
DB00114,DrugToProtein,P80404,Target,Activator
DB00114,DrugToProtein,Q9NVS9,Target,Activator
DB00114,DrugToProtein,O95470,Target,Activator
DB00114,DrugToProtein,P17735,Target,Activator
DB00114,DrugToProtein,Q16773,Target,Activator
DB00114,DrugToProtein,O15270,Target,Activator
DB00114,DrugToProtein,Q9Y600,Target,Activator
DB00114,DrugToProtein,P19113,Target,Activator
DB00114,DrugToProtein,Q96A70,Target,Activator
DB00114,DrugToProtein,P20132,Target,Activator
DB00114,DrugToProtein,O75600,Target,Activator
DB00114,DrugToProtein,P23378,Target,Activator
DB00114,DrugToProtein,P24298,Target,Activator
DB00114,DrugToProtein,Q9Y617,Target,Activator
DB00114,DrugToProtein,P13196,Target,Activator
DB00114,DrugToProtein,P21549,Target,Activator
DB00114,DrugToProtein,Q96GD0,Target,Activator
DB00114,DrugToProtein,O15269,Target,Activator
DB00114,DrugToProtein,P32929,Target,Activator
DB00114,DrugToProtein,P54687,Target,Activator
DB00114,DrugToProtein,O15382,Target,Activator
DB00114,DrugToProtein,O94903,Target,Activator
DB00114,DrugToProtein,P00505,Target,Activator
DB00114,DrugToProtein,P11216,Target,Activator
DB00114,DrugToProtein,P11217,Target,Activator
DB00114,DrugToProtein,P20711,Target,Activator
DB00114,DrugToProtein,Q05329,Target,Activator
DB00114,DrugToProtein,Q6YP21,Target,Activator
DB00114,DrugToProtein,Q6ZQY3,Target,Activator
DB00114,DrugToProtein,Q96I15,Target,Activator
DB00114,DrugToProtein,Q6WRI0,Target,Activator
DB00114,DrugToProtein,Q8IUZ5,Target,Activator
DB00114,DrugToProtein,P34897,Target,Activator
DB00114,DrugToProtein,P22557,Target,Activator
DB00114,DrugToProtein,Q8TD30,Target,Activator
DB00114,DrugToProtein,Q96EN8,Target,Activator
DB00114,DrugToProtein,Q96GA7,Target,Activator
DB00114,DrugToProtein,Q9GZT4,Target,Activator
DB00114,DrugToProtein,Q9HD40,Target,Activator
DB00114,DrugToProtein,Q9NUV7,Target,Activator
DB00114,DrugToProtein,Q9BYV1,Target,Inhibitor
DB00114,DrugToProtein,Q99259,Target,Inhibitor
DB00114,DrugToProtein,P35520,Target,Inhibitor
DB00114,DrugToProtein,Q16719,Target,Inhibitor
DB00114,DrugToProtein,P34896,Target,Inhibitor
DB00114,DrugToProtein,Q9Y697,Target,Inhibitor
DB00114,DrugToProtein,P17174,Target,Inhibitor
DB00114,DrugToProtein,P04181,Target,Inhibitor
DB00114,DrugToProtein,P11926,Target,Inhibitor
DB00114,DrugToProtein,Q8N5Z0,Target,Inhibitor
DB00114,DrugToProtein,P80404,Target,Inhibitor
DB00114,DrugToProtein,Q9NVS9,Target,Inhibitor
DB00114,DrugToProtein,O95470,Target,Inhibitor
DB00114,DrugToProtein,P17735,Target,Inhibitor
DB00114,DrugToProtein,Q16773,Target,Inhibitor
DB00114,DrugToProtein,O15270,Target,Inhibitor
DB00114,DrugToProtein,Q9Y600,Target,Inhibitor
DB00114,DrugToProtein,P19113,Target,Inhibitor
DB00114,DrugToProtein,Q96A70,Target,Inhibitor
DB00114,DrugToProtein,P20132,Target,Inhibitor
DB00114,DrugToProtein,O75600,Target,Inhibitor
DB00114,DrugToProtein,P23378,Target,Inhibitor
DB00114,DrugToProtein,P24298,Target,Inhibitor
DB00114,DrugToProtein,Q9Y617,Target,Inhibitor
DB00114,DrugToProtein,P13196,Target,Inhibitor
DB00114,DrugToProtein,P21549,Target,Inhibitor
DB00114,DrugToProtein,Q96GD0,Target,Inhibitor
DB00114,DrugToProtein,O15269,Target,Inhibitor
DB00114,DrugToProtein,P32929,Target,Inhibitor
DB00114,DrugToProtein,P54687,Target,Inhibitor
DB00114,DrugToProtein,O15382,Target,Inhibitor
DB00114,DrugToProtein,O94903,Target,Inhibitor
DB00114,DrugToProtein,P00505,Target,Inhibitor
DB00114,DrugToProtein,P11216,Target,Inhibitor
DB00114,DrugToProtein,P11217,Target,Inhibitor
DB00114,DrugToProtein,P20711,Target,Inhibitor
DB00114,DrugToProtein,Q05329,Target,Inhibitor
DB00114,DrugToProtein,Q6YP21,Target,Inhibitor
DB00114,DrugToProtein,Q6ZQY3,Target,Inhibitor
DB00114,DrugToProtein,Q96I15,Target,Inhibitor
DB00114,DrugToProtein,Q6WRI0,Target,Inhibitor
DB00114,DrugToProtein,Q8IUZ5,Target,Inhibitor
DB00114,DrugToProtein,P34897,Target,Inhibitor
DB00114,DrugToProtein,P22557,Target,Inhibitor
DB00114,DrugToProtein,Q8TD30,Target,Inhibitor
DB00114,DrugToProtein,Q96EN8,Target,Inhibitor
DB00114,DrugToProtein,Q96GA7,Target,Inhibitor
DB00114,DrugToProtein,Q9GZT4,Target,Inhibitor
DB00114,DrugToProtein,Q9HD40,Target,Inhibitor
DB00114,DrugToProtein,Q9NUV7,Target,Inhibitor
DB00114,DrugToProtein,Q9BYV1,Target,Binder
DB00114,DrugToProtein,Q99259,Target,Binder
DB00114,DrugToProtein,P35520,Target,Binder
DB00114,DrugToProtein,Q16719,Target,Binder
DB00114,DrugToProtein,P34896,Target,Binder
DB00114,DrugToProtein,Q9Y697,Target,Binder
DB00114,DrugToProtein,P17174,Target,Binder
DB00114,DrugToProtein,P04181,Target,Binder
DB00114,DrugToProtein,P11926,Target,Binder
DB00114,DrugToProtein,Q8N5Z0,Target,Binder
DB00114,DrugToProtein,P80404,Target,Binder
DB00114,DrugToProtein,Q9NVS9,Target,Binder
DB00114,DrugToProtein,O95470,Target,Binder
DB00114,DrugToProtein,P17735,Target,Binder
DB00114,DrugToProtein,Q16773,Target,Binder
DB00114,DrugToProtein,O15270,Target,Binder
DB00114,DrugToProtein,Q9Y600,Target,Binder
DB00114,DrugToProtein,P19113,Target,Binder
DB00114,DrugToProtein,Q96A70,Target,Binder
DB00114,DrugToProtein,P20132,Target,Binder
DB00114,DrugToProtein,O75600,Target,Binder
DB00114,DrugToProtein,P23378,Target,Binder
DB00114,DrugToProtein,P24298,Target,Binder
DB00114,DrugToProtein,Q9Y617,Target,Binder
DB00114,DrugToProtein,P13196,Target,Binder
DB00114,DrugToProtein,P21549,Target,Binder
DB00114,DrugToProtein,Q96GD0,Target,Binder
DB00114,DrugToProtein,O15269,Target,Binder
DB00114,DrugToProtein,P32929,Target,Binder
DB00114,DrugToProtein,P54687,Target,Binder
DB00114,DrugToProtein,O15382,Target,Binder
DB00114,DrugToProtein,O94903,Target,Binder
DB00114,DrugToProtein,P00505,Target,Binder
DB00114,DrugToProtein,P11216,Target,Binder
DB00114,DrugToProtein,P11217,Target,Binder
DB00114,DrugToProtein,P20711,Target,Binder
DB00114,DrugToProtein,Q05329,Target,Binder
DB00114,DrugToProtein,Q6YP21,Target,Binder
DB00114,DrugToProtein,Q6ZQY3,Target,Binder
DB00114,DrugToProtein,Q96I15,Target,Binder
DB00114,DrugToProtein,Q6WRI0,Target,Binder
DB00114,DrugToProtein,Q8IUZ5,Target,Binder
DB00114,DrugToProtein,P34897,Target,Binder
DB00114,DrugToProtein,P22557,Target,Binder
DB00114,DrugToProtein,Q8TD30,Target,Binder
DB00114,DrugToProtein,Q96EN8,Target,Binder
DB00114,DrugToProtein,Q96GA7,Target,Binder
DB00114,DrugToProtein,Q9GZT4,Target,Binder
DB00114,DrugToProtein,Q9HD40,Target,Binder
DB00114,DrugToProtein,Q9NUV7,Target,Binder
DB00115,DrugToProtein,Q99707,Target,Cofactor
DB00115,DrugToProtein,P22033,Target,Cofactor
DB00115,DrugToProtein,Q9UBK8,Target,Cofactor
DB00115,DrugToProtein,Q8IVH4,Target,Cofactor
DB00115,DrugToProtein,Q9Y4U1,Target,Cofactor
DB00115,DrugToProtein,P42898,Target,Cofactor
DB00115,DrugToProtein,Q99707,Target,Binder
DB00115,DrugToProtein,P22033,Target,Binder
DB00115,DrugToProtein,Q9UBK8,Target,Binder
DB00115,DrugToProtein,Q8IVH4,Target,Binder
DB00115,DrugToProtein,Q9Y4U1,Target,Binder
DB00115,DrugToProtein,P42898,Target,Binder
DB00116,DrugToProtein,P11586,Target,Cofactor
DB00116,DrugToProtein,P13995,Target,Cofactor
DB00116,DrugToProtein,P48728,Target,Cofactor
DB00116,DrugToProtein,O75891,Target,Cofactor
DB00116,DrugToProtein,Q99707,Target,Cofactor
DB00116,DrugToProtein,O95954,Target,Cofactor
DB00116,DrugToProtein,P31939,Target,Cofactor
DB00116,DrugToProtein,P34896,Target,Cofactor
DB00116,DrugToProtein,P34897,Target,Cofactor
DB00116,DrugToProtein,P42898,Target,Cofactor
DB00116,DrugToProtein,Q96DP5,Target,Cofactor
DB00117,DrugToProtein,P19113,Target,Unknown
DB00117,DrugToProtein,P12081,Target,Unknown
DB00117,DrugToProtein,Q99624,Target,Unknown
DB00117,DrugToProtein,P42357,Target,Unknown
DB00118,DrugToProtein,P21964,Target,Cofactor
DB00118,DrugToProtein,Q8N1G2,Target,Cofactor
DB00118,DrugToProtein,Q9HBK9,Target,Cofactor
DB00118,DrugToProtein,Q14749,Target,Cofactor
DB00118,DrugToProtein,P17707,Target,Cofactor
DB00118,DrugToProtein,P31153,Target,Cofactor
DB00118,DrugToProtein,P35520,Target,Cofactor
DB00118,DrugToProtein,Q00266,Target,Cofactor
DB00118,DrugToProtein,P21964,Target,Unknown
DB00118,DrugToProtein,Q8N1G2,Target,Unknown
DB00118,DrugToProtein,Q9HBK9,Target,Unknown
DB00118,DrugToProtein,Q14749,Target,Unknown
DB00118,DrugToProtein,P17707,Target,Unknown
DB00118,DrugToProtein,P31153,Target,Unknown
DB00118,DrugToProtein,P35520,Target,Unknown
DB00118,DrugToProtein,Q00266,Target,Unknown
DB00118,DrugToProtein,P21964,Target,Activator
DB00118,DrugToProtein,Q8N1G2,Target,Activator
DB00118,DrugToProtein,Q9HBK9,Target,Activator
DB00118,DrugToProtein,Q14749,Target,Activator
DB00118,DrugToProtein,P17707,Target,Activator
DB00118,DrugToProtein,P31153,Target,Activator
DB00118,DrugToProtein,P35520,Target,Activator
DB00118,DrugToProtein,Q00266,Target,Activator
DB00119,DrugToProtein,O15427,Target,Unknown
DB00119,DrugToProtein,P36021,Target,Unknown
DB00119,DrugToProtein,Q9BYV1,Target,Unknown
DB00119,DrugToProtein,O15375,Target,Unknown
DB00119,DrugToProtein,P30613,Target,Unknown
DB00119,DrugToProtein,O15403,Target,Unknown
DB00119,DrugToProtein,O60669,Target,Unknown
DB00119,DrugToProtein,P11177,Target,Unknown
DB00119,DrugToProtein,P14618,Target,Unknown
DB00119,DrugToProtein,P80404,Target,Unknown
DB00119,DrugToProtein,O15374,Target,Unknown
DB00119,DrugToProtein,O95907,Target,Unknown
DB00119,DrugToProtein,P53985,Target,Unknown
DB00119,DrugToProtein,P11498,Target,Unknown
DB00119,DrugToProtein,O15427,Target,Inhibitor
DB00119,DrugToProtein,P36021,Target,Inhibitor
DB00119,DrugToProtein,Q9BYV1,Target,Inhibitor
DB00119,DrugToProtein,O15375,Target,Inhibitor
DB00119,DrugToProtein,P30613,Target,Inhibitor
DB00119,DrugToProtein,O15403,Target,Inhibitor
DB00119,DrugToProtein,O60669,Target,Inhibitor
DB00119,DrugToProtein,P11177,Target,Inhibitor
DB00119,DrugToProtein,P14618,Target,Inhibitor
DB00119,DrugToProtein,P80404,Target,Inhibitor
DB00119,DrugToProtein,O15374,Target,Inhibitor
DB00119,DrugToProtein,O95907,Target,Inhibitor
DB00119,DrugToProtein,P53985,Target,Inhibitor
DB00119,DrugToProtein,P11498,Target,Inhibitor
DB00120,DrugToProtein,P17735,Target,Unknown
DB00120,DrugToProtein,Q9UHI5,Target,Unknown
DB00120,DrugToProtein,Q9Y285,Target,Unknown
DB00120,DrugToProtein,P00439,Target,Unknown
DB00120,DrugToProtein,O95363,Target,Unknown
DB00120,DrugToProtein,Q9NSD9,Target,Unknown
DB00120,DrugToProtein,P07101,Target,Unknown
DB00120,DrugToProtein,P17735,Target,Binder
DB00120,DrugToProtein,Q9UHI5,Target,Binder
DB00120,DrugToProtein,Q9Y285,Target,Binder
DB00120,DrugToProtein,P00439,Target,Binder
DB00120,DrugToProtein,O95363,Target,Binder
DB00120,DrugToProtein,Q9NSD9,Target,Binder
DB00120,DrugToProtein,P07101,Target,Binder
DB00121,DrugToProtein,P05166,Target,Cofactor
DB00121,DrugToProtein,P50747,Target,Cofactor
DB00121,DrugToProtein,Q9HCC0,Target,Cofactor
DB00121,DrugToProtein,O00763,Target,Cofactor
DB00121,DrugToProtein,Q96RQ3,Target,Cofactor
DB00121,DrugToProtein,P11498,Target,Cofactor
DB00121,DrugToProtein,P05165,Target,Cofactor
DB00121,DrugToProtein,Q13085,Target,Cofactor
DB00121,DrugToProtein,P05166,Target,Substrate
DB00121,DrugToProtein,P50747,Target,Substrate
DB00121,DrugToProtein,Q9HCC0,Target,Substrate
DB00121,DrugToProtein,O00763,Target,Substrate
DB00121,DrugToProtein,Q96RQ3,Target,Substrate
DB00121,DrugToProtein,P11498,Target,Substrate
DB00121,DrugToProtein,P05165,Target,Substrate
DB00121,DrugToProtein,Q13085,Target,Substrate
DB00122,DrugToProtein,P36544,Target,Unknown
DB00122,DrugToProtein,Q9Y5K3,Target,Unknown
DB00122,DrugToProtein,P22303,Target,Unknown
DB00122,DrugToProtein,P49585,Target,Unknown
DB00122,DrugToProtein,O14939,Target,Unknown
DB00122,DrugToProtein,P06276,Target,Unknown
DB00122,DrugToProtein,Q13393,Target,Unknown
DB00122,DrugToProtein,Q8TCT1,Target,Unknown
DB00122,DrugToProtein,P36544,Target,Product of
DB00122,DrugToProtein,Q9Y5K3,Target,Product of
DB00122,DrugToProtein,P22303,Target,Product of
DB00122,DrugToProtein,P49585,Target,Product of
DB00122,DrugToProtein,O14939,Target,Product of
DB00122,DrugToProtein,P06276,Target,Product of
DB00122,DrugToProtein,Q13393,Target,Product of
DB00122,DrugToProtein,Q8TCT1,Target,Product of
DB00123,DrugToProtein,P30825,Target,Unknown
DB00123,DrugToProtein,O43246,Target,Unknown
DB00123,DrugToProtein,Q8WY07,Target,Unknown
DB00123,DrugToProtein,P52569,Target,Unknown
DB00123,DrugToProtein,Q15046,Target,Unknown
DB00125,DrugToProtein,Q8WY07,Target,Unknown
DB00125,DrugToProtein,Q96A70,Target,Unknown
DB00125,DrugToProtein,P04424,Target,Unknown
DB00125,DrugToProtein,P35228,Target,Unknown
DB00125,DrugToProtein,P30825,Target,Unknown
DB00125,DrugToProtein,P78540,Target,Unknown
DB00125,DrugToProtein,O43246,Target,Unknown
DB00125,DrugToProtein,P00966,Target,Unknown
DB00125,DrugToProtein,P29474,Target,Unknown
DB00126,DrugToProtein,O00469,Target,Inhibitor
DB00126,DrugToProtein,O14832,Target,Inhibitor
DB00126,DrugToProtein,O60568,Target,Inhibitor
DB00126,DrugToProtein,O75936,Target,Inhibitor
DB00126,DrugToProtein,P09172,Target,Inhibitor
DB00126,DrugToProtein,P19021,Target,Inhibitor
DB00126,DrugToProtein,Q32P28,Target,Inhibitor
DB00126,DrugToProtein,Q8IVL5,Target,Inhibitor
DB00126,DrugToProtein,Q8IVL6,Target,Inhibitor
DB00126,DrugToProtein,P13674,Target,Inhibitor
DB00126,DrugToProtein,Q8N543,Target,Inhibitor
DB00126,DrugToProtein,Q6N063,Target,Inhibitor
DB00126,DrugToProtein,Q6NS38,Target,Inhibitor
DB00126,DrugToProtein,Q96Q83,Target,Inhibitor
DB00126,DrugToProtein,Q9BY66,Target,Inhibitor
DB00126,DrugToProtein,Q02809,Target,Inhibitor
DB00126,DrugToProtein,Q9NVH6,Target,Inhibitor
DB00126,DrugToProtein,Q9NXG6,Target,Inhibitor
DB00126,DrugToProtein,Q9GZT9,Target,Inhibitor
DB00126,DrugToProtein,Q96KS0,Target,Inhibitor
DB00126,DrugToProtein,Q9H6Z9,Target,Inhibitor
DB00126,DrugToProtein,O00469,Target,Cleavage
DB00126,DrugToProtein,O14832,Target,Cleavage
DB00126,DrugToProtein,O60568,Target,Cleavage
DB00126,DrugToProtein,O75936,Target,Cleavage
DB00126,DrugToProtein,P09172,Target,Cleavage
DB00126,DrugToProtein,P19021,Target,Cleavage
DB00126,DrugToProtein,Q32P28,Target,Cleavage
DB00126,DrugToProtein,Q8IVL5,Target,Cleavage
DB00126,DrugToProtein,Q8IVL6,Target,Cleavage
DB00126,DrugToProtein,P13674,Target,Cleavage
DB00126,DrugToProtein,Q8N543,Target,Cleavage
DB00126,DrugToProtein,Q6N063,Target,Cleavage
DB00126,DrugToProtein,Q6NS38,Target,Cleavage
DB00126,DrugToProtein,Q96Q83,Target,Cleavage
DB00126,DrugToProtein,Q9BY66,Target,Cleavage
DB00126,DrugToProtein,Q02809,Target,Cleavage
DB00126,DrugToProtein,Q9NVH6,Target,Cleavage
DB00126,DrugToProtein,Q9NXG6,Target,Cleavage
DB00126,DrugToProtein,Q9GZT9,Target,Cleavage
DB00126,DrugToProtein,Q96KS0,Target,Cleavage
DB00126,DrugToProtein,Q9H6Z9,Target,Cleavage
DB00126,DrugToProtein,O00469,Target,Substrate
DB00126,DrugToProtein,O14832,Target,Substrate
DB00126,DrugToProtein,O60568,Target,Substrate
DB00126,DrugToProtein,O75936,Target,Substrate
DB00126,DrugToProtein,P09172,Target,Substrate
DB00126,DrugToProtein,P19021,Target,Substrate
DB00126,DrugToProtein,Q32P28,Target,Substrate
DB00126,DrugToProtein,Q8IVL5,Target,Substrate
DB00126,DrugToProtein,Q8IVL6,Target,Substrate
DB00126,DrugToProtein,P13674,Target,Substrate
DB00126,DrugToProtein,Q8N543,Target,Substrate
DB00126,DrugToProtein,Q6N063,Target,Substrate
DB00126,DrugToProtein,Q6NS38,Target,Substrate
DB00126,DrugToProtein,Q96Q83,Target,Substrate
DB00126,DrugToProtein,Q9BY66,Target,Substrate
DB00126,DrugToProtein,Q02809,Target,Substrate
DB00126,DrugToProtein,Q9NVH6,Target,Substrate
DB00126,DrugToProtein,Q9NXG6,Target,Substrate
DB00126,DrugToProtein,Q9GZT9,Target,Substrate
DB00126,DrugToProtein,Q96KS0,Target,Substrate
DB00126,DrugToProtein,Q9H6Z9,Target,Substrate
DB00126,DrugToProtein,O00469,Target,Cofactor
DB00126,DrugToProtein,O14832,Target,Cofactor
DB00126,DrugToProtein,O60568,Target,Cofactor
DB00126,DrugToProtein,O75936,Target,Cofactor
DB00126,DrugToProtein,P09172,Target,Cofactor
DB00126,DrugToProtein,P19021,Target,Cofactor
DB00126,DrugToProtein,Q32P28,Target,Cofactor
DB00126,DrugToProtein,Q8IVL5,Target,Cofactor
DB00126,DrugToProtein,Q8IVL6,Target,Cofactor
DB00126,DrugToProtein,P13674,Target,Cofactor
