PathwayId:START_ID(Pathway),Relation:TYPE,PathwayId:END_ID(Pathway),RelationName
R-HSA-5654736,PathwayToPathway,R-HSA-5658623,Is parent of
R-HSA-5654738,PathwayToPathway,R-HSA-190241,Is parent of
R-HSA-5654738,PathwayToPathway,R-HSA-5654696,Is parent of
R-HSA-5654738,PathwayToPathway,R-HSA-5654727,Is parent of
R-HSA-5654738,PathwayToPathway,R-HSA-6803529,Is parent of
R-HSA-5654741,PathwayToPathway,R-HSA-190239,Is parent of
R-HSA-5654741,PathwayToPathway,R-HSA-5654708,Is parent of
R-HSA-5654741,PathwayToPathway,R-HSA-5654732,Is parent of
R-HSA-5654743,PathwayToPathway,R-HSA-190322,Is parent of
R-HSA-5654743,PathwayToPathway,R-HSA-5654716,Is parent of
R-HSA-5654743,PathwayToPathway,R-HSA-5654733,Is parent of
R-HSA-5655253,PathwayToPathway,R-HSA-1839126,Is parent of
R-HSA-5655291,PathwayToPathway,R-HSA-1839128,Is parent of
R-HSA-5655302,PathwayToPathway,R-HSA-1839124,Is parent of
R-HSA-5655332,PathwayToPathway,R-HSA-2033514,Is parent of
R-HSA-5660526,PathwayToPathway,R-HSA-5660489,Is parent of
R-HSA-5660526,PathwayToPathway,R-HSA-5661231,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-2206281,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-3229121,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-5657560,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-5657562,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-5659898,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-5662853,Is parent of
R-HSA-5663084,PathwayToPathway,R-HSA-6791465,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-1226099,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-1227990,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-1643713,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-2219528,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-2644603,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-3304351,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-4791275,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-5387390,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-6802957,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-9669938,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-9671555,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-9682385,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-9700206,Is parent of
R-HSA-5663202,PathwayToPathway,R-HSA-9842640,Is parent of
R-HSA-5663205,PathwayToPathway,R-HSA-9824439,Is parent of
R-HSA-5663205,PathwayToPathway,R-HSA-9824443,Is parent of
R-HSA-5663205,PathwayToPathway,R-HSA-9824446,Is parent of
R-HSA-5668541,PathwayToPathway,R-HSA-5669034,Is parent of
R-HSA-5668541,PathwayToPathway,R-HSA-5676590,Is parent of
R-HSA-5668541,PathwayToPathway,R-HSA-5676594,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-2160456,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-2978092,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-3296482,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-3781865,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-5579029,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-5579031,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-5663084,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-5687613,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-9735804,Is parent of
R-HSA-5668914,PathwayToPathway,R-HSA-9759774,Is parent of
R-HSA-5673001,PathwayToPathway,R-HSA-5658442,Is parent of
R-HSA-5673001,PathwayToPathway,R-HSA-5673000,Is parent of
R-HSA-5673001,PathwayToPathway,R-HSA-5674135,Is parent of
R-HSA-5673001,PathwayToPathway,R-HSA-5675221,Is parent of
R-HSA-5673001,PathwayToPathway,R-HSA-9648002,Is parent of
R-HSA-5675221,PathwayToPathway,R-HSA-5674499,Is parent of
R-HSA-5675482,PathwayToPathway,R-HSA-5218900,Is parent of
R-HSA-5683057,PathwayToPathway,R-HSA-5684996,Is parent of
R-HSA-5683057,PathwayToPathway,R-HSA-5687128,Is parent of
R-HSA-5684996,PathwayToPathway,R-HSA-112409,Is parent of
R-HSA-5684996,PathwayToPathway,R-HSA-5673001,Is parent of
R-HSA-5685942,PathwayToPathway,R-HSA-5693537,Is parent of
R-HSA-5685942,PathwayToPathway,R-HSA-5693579,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5687583,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5687868,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5688031,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5688354,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5688399,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5688849,Is parent of
R-HSA-5687613,PathwayToPathway,R-HSA-5688890,Is parent of
R-HSA-5688426,PathwayToPathway,R-HSA-5689603,Is parent of
R-HSA-5688426,PathwayToPathway,R-HSA-5689877,Is parent of
R-HSA-5688426,PathwayToPathway,R-HSA-5689880,Is parent of
R-HSA-5688426,PathwayToPathway,R-HSA-5689896,Is parent of
R-HSA-5688426,PathwayToPathway,R-HSA-5689901,Is parent of
R-HSA-5693532,PathwayToPathway,R-HSA-5693538,Is parent of
R-HSA-5693532,PathwayToPathway,R-HSA-5693571,Is parent of
R-HSA-5693532,PathwayToPathway,R-HSA-5693606,Is parent of
R-HSA-5693537,PathwayToPathway,R-HSA-5693554,Is parent of
R-HSA-5693537,PathwayToPathway,R-HSA-5693568,Is parent of
R-HSA-5693538,PathwayToPathway,R-HSA-5685939,Is parent of
R-HSA-5693538,PathwayToPathway,R-HSA-5693567,Is parent of
R-HSA-5693567,PathwayToPathway,R-HSA-5685938,Is parent of
R-HSA-5693567,PathwayToPathway,R-HSA-5685942,Is parent of
R-HSA-5693567,PathwayToPathway,R-HSA-5693607,Is parent of
R-HSA-5693579,PathwayToPathway,R-HSA-5693616,Is parent of
R-HSA-5693606,PathwayToPathway,R-HSA-5693548,Is parent of
R-HSA-5693606,PathwayToPathway,R-HSA-5693565,Is parent of
R-HSA-5696398,PathwayToPathway,R-HSA-5696399,Is parent of
R-HSA-5696398,PathwayToPathway,R-HSA-6781827,Is parent of
R-HSA-5696399,PathwayToPathway,R-HSA-5696394,Is parent of
R-HSA-5696399,PathwayToPathway,R-HSA-5696395,Is parent of
R-HSA-5696399,PathwayToPathway,R-HSA-5696397,Is parent of
R-HSA-5696399,PathwayToPathway,R-HSA-5696400,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-163125,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-163841,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-2990846,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-446203,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-5173105,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-5688426,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-8852135,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-8873719,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-8876725,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-8951664,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-8955332,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-8957275,Is parent of
R-HSA-597592,PathwayToPathway,R-HSA-9857492,Is parent of
R-HSA-611105,PathwayToPathway,R-HSA-6799198,Is parent of
R-HSA-611105,PathwayToPathway,R-HSA-9856872,Is parent of
R-HSA-611105,PathwayToPathway,R-HSA-9864848,Is parent of
R-HSA-611105,PathwayToPathway,R-HSA-9865881,Is parent of
R-HSA-622312,PathwayToPathway,R-HSA-844455,Is parent of
R-HSA-622312,PathwayToPathway,R-HSA-844456,Is parent of
R-HSA-622312,PathwayToPathway,R-HSA-844615,Is parent of
R-HSA-622312,PathwayToPathway,R-HSA-844623,Is parent of
R-HSA-622323,PathwayToPathway,R-HSA-629587,Is parent of
R-HSA-622323,PathwayToPathway,R-HSA-629597,Is parent of
R-HSA-622327,PathwayToPathway,R-HSA-629587,Is parent of
R-HSA-622327,PathwayToPathway,R-HSA-629594,Is parent of
R-HSA-6781827,PathwayToPathway,R-HSA-6781823,Is parent of
R-HSA-6781827,PathwayToPathway,R-HSA-6782135,Is parent of
R-HSA-6781827,PathwayToPathway,R-HSA-6782210,Is parent of
R-HSA-6782315,PathwayToPathway,R-HSA-6782861,Is parent of
R-HSA-6783310,PathwayToPathway,R-HSA-9750126,Is parent of
R-HSA-6783589,PathwayToPathway,R-HSA-1059683,Is parent of
R-HSA-6783589,PathwayToPathway,R-HSA-6788467,Is parent of
R-HSA-6791312,PathwayToPathway,R-HSA-6804114,Is parent of
R-HSA-6791312,PathwayToPathway,R-HSA-6804115,Is parent of
R-HSA-6791312,PathwayToPathway,R-HSA-6804116,Is parent of
R-HSA-6791465,PathwayToPathway,R-HSA-5659996,Is parent of
R-HSA-6791465,PathwayToPathway,R-HSA-6791055,Is parent of
R-HSA-6791465,PathwayToPathway,R-HSA-6791461,Is parent of
R-HSA-6791465,PathwayToPathway,R-HSA-6791462,Is parent of
R-HSA-6794362,PathwayToPathway,R-HSA-388844,Is parent of
R-HSA-6794362,PathwayToPathway,R-HSA-6794361,Is parent of
R-HSA-6794362,PathwayToPathway,R-HSA-8849932,Is parent of
R-HSA-6802949,PathwayToPathway,R-HSA-9649913,Is parent of
R-HSA-6802949,PathwayToPathway,R-HSA-9649948,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-6802946,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-6802948,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-6802949,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-6802952,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-6802953,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-6802955,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-9652169,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-9652817,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-9656223,Is parent of
R-HSA-6802957,PathwayToPathway,R-HSA-9660537,Is parent of
R-HSA-6803157,PathwayToPathway,R-HSA-1461973,Is parent of
R-HSA-6803157,PathwayToPathway,R-HSA-6799990,Is parent of
R-HSA-6803157,PathwayToPathway,R-HSA-6803544,Is parent of
R-HSA-6804758,PathwayToPathway,R-HSA-6811555,Is parent of
R-HSA-6805567,PathwayToPathway,R-HSA-6809371,Is parent of
R-HSA-6806003,PathwayToPathway,R-HSA-6804754,Is parent of
R-HSA-6806003,PathwayToPathway,R-HSA-6804757,Is parent of
R-HSA-6806667,PathwayToPathway,R-HSA-6806664,Is parent of
R-HSA-6806667,PathwayToPathway,R-HSA-8877627,Is parent of
R-HSA-6806667,PathwayToPathway,R-HSA-975634,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-6806942,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-6807004,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-8851805,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-8851907,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-8865999,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-8875656,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-8875791,Is parent of
R-HSA-6806834,PathwayToPathway,R-HSA-8875878,Is parent of
R-HSA-6807004,PathwayToPathway,R-HSA-9734091,Is parent of
R-HSA-6807070,PathwayToPathway,R-HSA-8943723,Is parent of
R-HSA-6807070,PathwayToPathway,R-HSA-8943724,Is parent of
R-HSA-6807070,PathwayToPathway,R-HSA-8948747,Is parent of
R-HSA-6807070,PathwayToPathway,R-HSA-8948751,Is parent of
R-HSA-6811442,PathwayToPathway,R-HSA-6811438,Is parent of
R-HSA-6811442,PathwayToPathway,R-HSA-6811440,Is parent of
R-HSA-6811442,PathwayToPathway,R-HSA-8856688,Is parent of
R-HSA-68867,PathwayToPathway,R-HSA-68616,Is parent of
R-HSA-68867,PathwayToPathway,R-HSA-68689,Is parent of
R-HSA-68875,PathwayToPathway,R-HSA-162658,Is parent of
R-HSA-68875,PathwayToPathway,R-HSA-2299718,Is parent of
R-HSA-68875,PathwayToPathway,R-HSA-2465910,Is parent of
R-HSA-68875,PathwayToPathway,R-HSA-2980766,Is parent of
R-HSA-68877,PathwayToPathway,R-HSA-2500257,Is parent of
R-HSA-68877,PathwayToPathway,R-HSA-2514853,Is parent of
R-HSA-68877,PathwayToPathway,R-HSA-380320,Is parent of
R-HSA-68877,PathwayToPathway,R-HSA-9648025,Is parent of
R-HSA-68882,PathwayToPathway,R-HSA-2467813,Is parent of
R-HSA-68882,PathwayToPathway,R-HSA-2995410,Is parent of
R-HSA-68884,PathwayToPathway,R-HSA-2470946,Is parent of
R-HSA-68886,PathwayToPathway,R-HSA-2555396,Is parent of
R-HSA-68886,PathwayToPathway,R-HSA-68875,Is parent of
R-HSA-68886,PathwayToPathway,R-HSA-68877,Is parent of
R-HSA-68886,PathwayToPathway,R-HSA-68884,Is parent of
R-HSA-69002,PathwayToPathway,R-HSA-68867,Is parent of
R-HSA-69002,PathwayToPathway,R-HSA-68962,Is parent of
R-HSA-69052,PathwayToPathway,R-HSA-68949,Is parent of
R-HSA-69052,PathwayToPathway,R-HSA-69017,Is parent of
R-HSA-69109,PathwayToPathway,R-HSA-69091,Is parent of
R-HSA-69183,PathwayToPathway,R-HSA-69166,Is parent of
R-HSA-69186,PathwayToPathway,R-HSA-69091,Is parent of
R-HSA-69186,PathwayToPathway,R-HSA-69183,Is parent of
R-HSA-69190,PathwayToPathway,R-HSA-176974,Is parent of
R-HSA-69190,PathwayToPathway,R-HSA-69109,Is parent of
R-HSA-69190,PathwayToPathway,R-HSA-69186,Is parent of
R-HSA-69202,PathwayToPathway,R-HSA-187577,Is parent of
R-HSA-69202,PathwayToPathway,R-HSA-69200,Is parent of
R-HSA-69206,PathwayToPathway,R-HSA-113510,Is parent of
R-HSA-69206,PathwayToPathway,R-HSA-68962,Is parent of
R-HSA-69206,PathwayToPathway,R-HSA-69202,Is parent of
R-HSA-69206,PathwayToPathway,R-HSA-69205,Is parent of
R-HSA-69231,PathwayToPathway,R-HSA-9754119,Is parent of
R-HSA-69236,PathwayToPathway,R-HSA-69231,Is parent of
R-HSA-69239,PathwayToPathway,R-HSA-68952,Is parent of
R-HSA-69239,PathwayToPathway,R-HSA-69052,Is parent of
R-HSA-69239,PathwayToPathway,R-HSA-69190,Is parent of
R-HSA-69242,PathwayToPathway,R-HSA-2468052,Is parent of
R-HSA-69242,PathwayToPathway,R-HSA-69239,Is parent of
R-HSA-69242,PathwayToPathway,R-HSA-69656,Is parent of
R-HSA-69242,PathwayToPathway,R-HSA-75815,Is parent of
R-HSA-69273,PathwayToPathway,R-HSA-170145,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-156711,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-2565942,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-380287,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-69273,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-8852276,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-8854050,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-8854518,Is parent of
R-HSA-69275,PathwayToPathway,R-HSA-8854521,Is parent of
R-HSA-69278,PathwayToPathway,R-HSA-453274,Is parent of
R-HSA-69278,PathwayToPathway,R-HSA-453276,Is parent of
R-HSA-69278,PathwayToPathway,R-HSA-453279,Is parent of
R-HSA-69278,PathwayToPathway,R-HSA-68886,Is parent of
R-HSA-69278,PathwayToPathway,R-HSA-69242,Is parent of
R-HSA-69306,PathwayToPathway,R-HSA-69002,Is parent of
R-HSA-69306,PathwayToPathway,R-HSA-69239,Is parent of
R-HSA-69473,PathwayToPathway,R-HSA-75035,Is parent of
R-HSA-69481,PathwayToPathway,R-HSA-176187,Is parent of
R-HSA-69481,PathwayToPathway,R-HSA-69473,Is parent of
R-HSA-69481,PathwayToPathway,R-HSA-69478,Is parent of
R-HSA-69541,PathwayToPathway,R-HSA-349425,Is parent of
R-HSA-69560,PathwayToPathway,R-HSA-69895,Is parent of
R-HSA-69563,PathwayToPathway,R-HSA-69541,Is parent of
R-HSA-69563,PathwayToPathway,R-HSA-69560,Is parent of
R-HSA-69580,PathwayToPathway,R-HSA-69563,Is parent of
R-HSA-69610,PathwayToPathway,R-HSA-69601,Is parent of
R-HSA-69613,PathwayToPathway,R-HSA-69610,Is parent of
R-HSA-69615,PathwayToPathway,R-HSA-69580,Is parent of
R-HSA-69615,PathwayToPathway,R-HSA-69613,Is parent of
R-HSA-69618,PathwayToPathway,R-HSA-141405,Is parent of
R-HSA-69618,PathwayToPathway,R-HSA-141424,Is parent of
R-HSA-69620,PathwayToPathway,R-HSA-69481,Is parent of
R-HSA-69620,PathwayToPathway,R-HSA-69615,Is parent of
R-HSA-69620,PathwayToPathway,R-HSA-69618,Is parent of
R-HSA-69656,PathwayToPathway,R-HSA-187577,Is parent of
R-HSA-70171,PathwayToPathway,R-HSA-170822,Is parent of
R-HSA-70171,PathwayToPathway,R-HSA-9634600,Is parent of
R-HSA-70268,PathwayToPathway,R-HSA-9861559,Is parent of
R-HSA-70268,PathwayToPathway,R-HSA-9861718,Is parent of
R-HSA-70326,PathwayToPathway,R-HSA-70171,Is parent of
R-HSA-70326,PathwayToPathway,R-HSA-70263,Is parent of
R-HSA-70895,PathwayToPathway,R-HSA-9859138,Is parent of
R-HSA-71064,PathwayToPathway,R-HSA-9858328,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-1614635,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-209776,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-2408522,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-351202,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-389661,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-5662702,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-6798163,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-70635,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-70688,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-70895,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-70921,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-71064,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-71240,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-71262,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-71288,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-8849175,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-8963691,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-8963693,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-8964539,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-8964540,Is parent of
R-HSA-71291,PathwayToPathway,R-HSA-977347,Is parent of
R-HSA-71336,PathwayToPathway,R-HSA-73843,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-1630316,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-5652084,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-5653890,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-5661270,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-70326,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-70370,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-71336,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-8853383,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-8982491,Is parent of
R-HSA-71387,PathwayToPathway,R-HSA-9033658,Is parent of
R-HSA-71403,PathwayToPathway,R-HSA-9853506,Is parent of
R-HSA-71403,PathwayToPathway,R-HSA-9854311,Is parent of
R-HSA-72172,PathwayToPathway,R-HSA-72163,Is parent of
R-HSA-72172,PathwayToPathway,R-HSA-72165,Is parent of
R-HSA-72200,PathwayToPathway,R-HSA-75094,Is parent of
R-HSA-72202,PathwayToPathway,R-HSA-159234,Is parent of
R-HSA-72202,PathwayToPathway,R-HSA-159236,Is parent of
R-HSA-72203,PathwayToPathway,R-HSA-72172,Is parent of
R-HSA-72203,PathwayToPathway,R-HSA-72187,Is parent of
R-HSA-72203,PathwayToPathway,R-HSA-72202,Is parent of
R-HSA-72306,PathwayToPathway,R-HSA-6782315,Is parent of
R-HSA-72306,PathwayToPathway,R-HSA-6784531,Is parent of
R-HSA-72306,PathwayToPathway,R-HSA-6785470,Is parent of
R-HSA-72306,PathwayToPathway,R-HSA-6787450,Is parent of
R-HSA-72312,PathwayToPathway,R-HSA-8868766,Is parent of
R-HSA-72312,PathwayToPathway,R-HSA-8868773,Is parent of
R-HSA-72613,PathwayToPathway,R-HSA-156827,Is parent of
R-HSA-72613,PathwayToPathway,R-HSA-72737,Is parent of
R-HSA-72662,PathwayToPathway,R-HSA-72649,Is parent of
R-HSA-72737,PathwayToPathway,R-HSA-72662,Is parent of
R-HSA-72737,PathwayToPathway,R-HSA-72689,Is parent of
R-HSA-72737,PathwayToPathway,R-HSA-72695,Is parent of
R-HSA-72737,PathwayToPathway,R-HSA-72702,Is parent of
R-HSA-72737,PathwayToPathway,R-HSA-72706,Is parent of
R-HSA-72737,PathwayToPathway,R-HSA-72731,Is parent of
R-HSA-72766,PathwayToPathway,R-HSA-156842,Is parent of
R-HSA-72766,PathwayToPathway,R-HSA-1799339,Is parent of
R-HSA-72766,PathwayToPathway,R-HSA-379724,Is parent of
R-HSA-72766,PathwayToPathway,R-HSA-5368287,Is parent of
R-HSA-72766,PathwayToPathway,R-HSA-72613,Is parent of
R-HSA-72766,PathwayToPathway,R-HSA-72764,Is parent of
R-HSA-73854,PathwayToPathway,R-HSA-73728,Is parent of
R-HSA-73854,PathwayToPathway,R-HSA-73762,Is parent of
R-HSA-73854,PathwayToPathway,R-HSA-73772,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-212436,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-674695,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-6807505,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-73779,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-73856,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-75955,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-76042,Is parent of
R-HSA-73857,PathwayToPathway,R-HSA-77075,Is parent of
R-HSA-73864,PathwayToPathway,R-HSA-73854,Is parent of
R-HSA-73864,PathwayToPathway,R-HSA-73863,Is parent of
R-HSA-73884,PathwayToPathway,R-HSA-73929,Is parent of
R-HSA-73884,PathwayToPathway,R-HSA-73933,Is parent of
R-HSA-73886,PathwayToPathway,R-HSA-157579,Is parent of
R-HSA-73886,PathwayToPathway,R-HSA-774815,Is parent of
R-HSA-73887,PathwayToPathway,R-HSA-193704,Is parent of
R-HSA-73887,PathwayToPathway,R-HSA-75157,Is parent of
R-HSA-73887,PathwayToPathway,R-HSA-75158,Is parent of
R-HSA-73887,PathwayToPathway,R-HSA-75893,Is parent of
R-HSA-73893,PathwayToPathway,R-HSA-110313,Is parent of
R-HSA-73893,PathwayToPathway,R-HSA-110314,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-5358508,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-5693532,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-5696398,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-6783310,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-73884,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-73893,Is parent of
R-HSA-73894,PathwayToPathway,R-HSA-73942,Is parent of
R-HSA-73927,PathwayToPathway,R-HSA-110330,Is parent of
R-HSA-73927,PathwayToPathway,R-HSA-110331,Is parent of
R-HSA-73928,PathwayToPathway,R-HSA-110328,Is parent of
R-HSA-73928,PathwayToPathway,R-HSA-110329,Is parent of
R-HSA-73929,PathwayToPathway,R-HSA-73927,Is parent of
R-HSA-73929,PathwayToPathway,R-HSA-73928,Is parent of
R-HSA-73929,PathwayToPathway,R-HSA-9636003,Is parent of
R-HSA-73929,PathwayToPathway,R-HSA-9730737,Is parent of
R-HSA-73933,PathwayToPathway,R-HSA-110357,Is parent of
R-HSA-73933,PathwayToPathway,R-HSA-110373,Is parent of
R-HSA-73933,PathwayToPathway,R-HSA-110381,Is parent of
R-HSA-73933,PathwayToPathway,R-HSA-5649702,Is parent of
R-HSA-73942,PathwayToPathway,R-HSA-5657655,Is parent of
R-HSA-73942,PathwayToPathway,R-HSA-73943,Is parent of
R-HSA-73942,PathwayToPathway,R-HSA-9729902,Is parent of
R-HSA-73943,PathwayToPathway,R-HSA-112122,Is parent of
R-HSA-73943,PathwayToPathway,R-HSA-112126,Is parent of
R-HSA-74158,PathwayToPathway,R-HSA-73780,Is parent of
R-HSA-74158,PathwayToPathway,R-HSA-73980,Is parent of
R-HSA-74158,PathwayToPathway,R-HSA-749476,Is parent of
R-HSA-74158,PathwayToPathway,R-HSA-76046,Is parent of
R-HSA-74160,PathwayToPathway,R-HSA-211000,Is parent of
R-HSA-74160,PathwayToPathway,R-HSA-212165,Is parent of
R-HSA-74160,PathwayToPathway,R-HSA-73857,Is parent of
R-HSA-74160,PathwayToPathway,R-HSA-73864,Is parent of
R-HSA-74160,PathwayToPathway,R-HSA-74158,Is parent of
R-HSA-74160,PathwayToPathway,R-HSA-75944,Is parent of
R-HSA-74182,PathwayToPathway,R-HSA-77108,Is parent of
R-HSA-74182,PathwayToPathway,R-HSA-77111,Is parent of
R-HSA-74259,PathwayToPathway,R-HSA-2393930,Is parent of
R-HSA-74751,PathwayToPathway,R-HSA-112399,Is parent of
R-HSA-74751,PathwayToPathway,R-HSA-74713,Is parent of
R-HSA-74751,PathwayToPathway,R-HSA-74749,Is parent of
R-HSA-74752,PathwayToPathway,R-HSA-74751,Is parent of
R-HSA-74752,PathwayToPathway,R-HSA-77387,Is parent of
R-HSA-75064,PathwayToPathway,R-HSA-75102,Is parent of
R-HSA-75064,PathwayToPathway,R-HSA-77042,Is parent of
R-HSA-75067,PathwayToPathway,R-HSA-111367,Is parent of
R-HSA-75067,PathwayToPathway,R-HSA-77588,Is parent of
R-HSA-75067,PathwayToPathway,R-HSA-77595,Is parent of
R-HSA-75072,PathwayToPathway,R-HSA-72200,Is parent of
R-HSA-75072,PathwayToPathway,R-HSA-75064,Is parent of
R-HSA-75105,PathwayToPathway,R-HSA-75876,Is parent of
R-HSA-75153,PathwayToPathway,R-HSA-111465,Is parent of
R-HSA-75153,PathwayToPathway,R-HSA-140342,Is parent of
R-HSA-75153,PathwayToPathway,R-HSA-211736,Is parent of
R-HSA-75893,PathwayToPathway,R-HSA-5357786,Is parent of
R-HSA-75893,PathwayToPathway,R-HSA-5357905,Is parent of
R-HSA-75893,PathwayToPathway,R-HSA-5357956,Is parent of
R-HSA-75893,PathwayToPathway,R-HSA-5626978,Is parent of
R-HSA-75944,PathwayToPathway,R-HSA-163282,Is parent of
R-HSA-75944,PathwayToPathway,R-HSA-163316,Is parent of
R-HSA-75955,PathwayToPathway,R-HSA-112382,Is parent of
R-HSA-75955,PathwayToPathway,R-HSA-113418,Is parent of
