PathwayId:ID(Pathway),PathwayName,:LABEL
R-HSA-69200,Phosphorylation of proteins involved in G1/S transition by active Cyclin E:Cdk2 complexes,Pathway
R-HSA-170145,Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes,Pathway
R-HSA-176412,Phosphorylation of the APC/C,Pathway
R-HSA-5578768,Physiological factors,Pathway
R-HSA-8963898,Plasma lipoprotein assembly,Pathway
R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",Pathway
R-HSA-8964043,Plasma lipoprotein clearance,Pathway
R-HSA-8963899,Plasma lipoprotein remodeling,Pathway
R-HSA-75896,Plasmalogen biosynthesis,Pathway
R-HSA-75892,Platelet Adhesion to exposed collagen,Pathway
R-HSA-76009,Platelet Aggregation (Plug Formation),Pathway
R-HSA-76002,"Platelet activation, signaling and aggregation",Pathway
R-HSA-418360,Platelet calcium homeostasis,Pathway
R-HSA-114608,Platelet degranulation ,Pathway
R-HSA-418346,Platelet homeostasis,Pathway
R-HSA-432142,Platelet sensitization by LDL,Pathway
R-HSA-164525,Plus-strand DNA synthesis,Pathway
R-HSA-156711,Polo-like kinase mediated events,Pathway
R-HSA-69091,Polymerase switching,Pathway
R-HSA-174411,Polymerase switching on the C-strand of the telomere,Pathway
R-HSA-5250913,Positive epigenetic regulation of rRNA expression,Pathway
R-HSA-438064,Post NMDA receptor activation events,Pathway
R-HSA-389977,Post-chaperonin tubulin folding pathway,Pathway
R-HSA-426496,Post-transcriptional silencing by small RNAs,Pathway
R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,Pathway
R-HSA-597592,Post-translational protein modification,Pathway
R-HSA-8957275,Post-translational protein phosphorylation,Pathway
R-HSA-9615933,Postmitotic nuclear pore complex (NPC) reformation,Pathway
R-HSA-622327,Postsynaptic nicotinic acetylcholine receptors,Pathway
R-HSA-1296071,Potassium Channels,Pathway
R-HSA-1296067,Potassium transport channels,Pathway
R-HSA-9679191,Potential therapeutics for SARS,Pathway
R-HSA-1912422,Pre-NOTCH Expression and Processing,Pathway
R-HSA-1912420,Pre-NOTCH Processing in Golgi,Pathway
R-HSA-1912399,Pre-NOTCH Processing in the Endoplasmic Reticulum,Pathway
R-HSA-1912408,Pre-NOTCH Transcription and Translation,Pathway
R-HSA-9757110,Prednisone ADME,Pathway
R-HSA-389957,Prefoldin mediated transfer of substrate  to CCT/TriC,Pathway
R-HSA-196108,Pregnenolone biosynthesis,Pathway
R-HSA-112308,Presynaptic depolarization and calcium channel opening,Pathway
R-HSA-500657,Presynaptic function of Kainate receptors,Pathway
R-HSA-622323,Presynaptic nicotinic acetylcholine receptors,Pathway
R-HSA-5693616,Presynaptic phase of homologous DNA pairing and strand exchange,Pathway
R-HSA-9636383,Prevention of phagosomal-lysosomal fusion,Pathway
R-HSA-3215018,Processing and activation of SUMO,Pathway
R-HSA-72203,Processing of Capped Intron-Containing Pre-mRNA,Pathway
R-HSA-75067,Processing of Capped Intronless Pre-mRNA,Pathway
R-HSA-5693607,Processing of DNA double-strand break ends,Pathway
R-HSA-77595,Processing of Intronless Pre-mRNAs,Pathway
R-HSA-8949664,Processing of SMDT1,Pathway
R-HSA-174414,Processive synthesis on the C-strand of the telomere,Pathway
R-HSA-69183,Processive synthesis on the lagging strand,Pathway
R-HSA-5357801,Programmed Cell Death,Pathway
R-HSA-964827,"Progressive trimming of alpha-1,2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2",Pathway
R-HSA-1170546,Prolactin receptor signaling,Pathway
R-HSA-70688,Proline catabolism,Pathway
R-HSA-169893,Prolonged ERK activation events,Pathway
R-HSA-71032,Propionyl-CoA catabolism,Pathway
R-HSA-392851,Prostacyclin signalling through prostacyclin receptor,Pathway
R-HSA-391908,Prostanoid ligand receptors,Pathway
R-HSA-391251,Protein folding,Pathway
R-HSA-9629569,Protein hydroxylation,Pathway
R-HSA-9857492,Protein lipoylation,Pathway
R-HSA-9609507,Protein localization,Pathway
R-HSA-8876725,Protein methylation,Pathway
R-HSA-5676934,Protein repair,Pathway
R-HSA-8852135,Protein ubiquitination,Pathway
R-HSA-6794362,Protein-protein interactions at synapses,Pathway
R-HSA-433692,Proton-coupled monocarboxylate transport,Pathway
R-HSA-428559,Proton-coupled neutral amino acid transporters,Pathway
R-HSA-427975,Proton/oligopeptide cotransporters,Pathway
R-HSA-74259,Purine catabolism,Pathway
R-HSA-73817,Purine ribonucleoside monophosphate biosynthesis,Pathway
R-HSA-74217,Purine salvage,Pathway
R-HSA-9660826,Purinergic signaling in leishmaniasis infection,Pathway
R-HSA-500753,Pyrimidine biosynthesis,Pathway
R-HSA-73621,Pyrimidine catabolism,Pathway
R-HSA-73614,Pyrimidine salvage,Pathway
R-HSA-71737,Pyrophosphate hydrolysis,Pathway
R-HSA-5620971,Pyroptosis,Pathway
R-HSA-70268,Pyruvate metabolism,Pathway
R-HSA-5365859,RA biosynthesis pathway,Pathway
R-HSA-8876198,RAB GEFs exchange GTP for GDP on RABs,Pathway
R-HSA-8873719,RAB geranylgeranylation,Pathway
R-HSA-9013149,RAC1 GTPase cycle,Pathway
R-HSA-9013404,RAC2 GTPase cycle,Pathway
R-HSA-9013423,RAC3 GTPase cycle,Pathway
R-HSA-5673000,RAF activation,Pathway
R-HSA-112409,RAF-independent MAPK1/3 activation,Pathway
R-HSA-5673001,RAF/MAP kinase cascade,Pathway
R-HSA-9649913,RAS GTPase cycle mutants,Pathway
R-HSA-9648002,RAS processing,Pathway
R-HSA-6802953,RAS signaling downstream of NF1 loss-of-function variants,Pathway
R-HSA-8853659,RET signaling,Pathway
R-HSA-195258,RHO GTPase Effectors,Pathway
R-HSA-9012999,RHO GTPase cycle,Pathway
R-HSA-5663220,RHO GTPases Activate Formins,Pathway
R-HSA-5668599,RHO GTPases Activate NADPH Oxidases,Pathway
R-HSA-5627117,RHO GTPases Activate ROCKs,Pathway
R-HSA-5666185,RHO GTPases Activate Rhotekin and Rhophilins,Pathway
R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs,Pathway
R-HSA-5625900,RHO GTPases activate CIT,Pathway
R-HSA-5626467,RHO GTPases activate IQGAPs,Pathway
R-HSA-5625970,RHO GTPases activate KTN1,Pathway
R-HSA-5627123,RHO GTPases activate PAKs,Pathway
R-HSA-5625740,RHO GTPases activate PKNs,Pathway
R-HSA-5627083,RHO GTPases regulate CFTR trafficking,Pathway
R-HSA-8980692,RHOA GTPase cycle,Pathway
R-HSA-9013026,RHOB GTPase cycle,Pathway
R-HSA-9706574,RHOBTB GTPase Cycle,Pathway
R-HSA-9013422,RHOBTB1 GTPase cycle,Pathway
R-HSA-9013418,RHOBTB2 GTPase cycle,Pathway
R-HSA-9706019,RHOBTB3 ATPase cycle,Pathway
R-HSA-9013106,RHOC GTPase cycle,Pathway
R-HSA-9013405,RHOD GTPase cycle,Pathway
R-HSA-9035034,RHOF GTPase cycle,Pathway
R-HSA-9013408,RHOG GTPase cycle,Pathway
R-HSA-9013407,RHOH GTPase cycle,Pathway
R-HSA-9013409,RHOJ GTPase cycle,Pathway
R-HSA-9013406,RHOQ GTPase cycle,Pathway
R-HSA-9013425,RHOT1 GTPase cycle,Pathway
R-HSA-9013419,RHOT2 GTPase cycle,Pathway
R-HSA-9013420,RHOU GTPase cycle,Pathway
R-HSA-9013424,RHOV GTPase cycle,Pathway
R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,Pathway
R-HSA-5213460,RIPK1-mediated regulated necrosis,Pathway
R-HSA-3214858,RMTs methylate histone arginines,Pathway
R-HSA-77075,RNA Pol II CTD phosphorylation and interaction with CE,Pathway
R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection,Pathway
R-HSA-73854,RNA Polymerase I Promoter Clearance,Pathway
R-HSA-73772,RNA Polymerase I Promoter Escape,Pathway
R-HSA-73728,RNA Polymerase I Promoter Opening,Pathway
R-HSA-73864,RNA Polymerase I Transcription,Pathway
R-HSA-73762,RNA Polymerase I Transcription Initiation,Pathway
R-HSA-73863,RNA Polymerase I Transcription Termination,Pathway
R-HSA-167162,RNA Polymerase II HIV Promoter Escape,Pathway
R-HSA-674695,RNA Polymerase II Pre-transcription Events,Pathway
R-HSA-73776,RNA Polymerase II Promoter Escape,Pathway
R-HSA-73857,RNA Polymerase II Transcription,Pathway
R-HSA-75955,RNA Polymerase II Transcription Elongation,Pathway
R-HSA-75953,RNA Polymerase II Transcription Initiation,Pathway
R-HSA-76042,RNA Polymerase II Transcription Initiation And Promoter Clearance,Pathway
R-HSA-73779,RNA Polymerase II Transcription Pre-Initiation And Promoter Opening,Pathway
R-HSA-73856,RNA Polymerase II Transcription Termination,Pathway
R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation,Pathway
R-HSA-73780,RNA Polymerase III Chain Elongation,Pathway
R-HSA-74158,RNA Polymerase III Transcription,Pathway
R-HSA-76046,RNA Polymerase III Transcription Initiation,Pathway
R-HSA-76061,RNA Polymerase III Transcription Initiation From Type 1 Promoter,Pathway
R-HSA-76066,RNA Polymerase III Transcription Initiation From Type 2 Promoter,Pathway
R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,Pathway
R-HSA-73980,RNA Polymerase III Transcription Termination,Pathway
R-HSA-6807505,RNA polymerase II transcribes snRNA genes,Pathway
R-HSA-9696273,RND1 GTPase cycle,Pathway
R-HSA-9696270,RND2 GTPase cycle,Pathway
R-HSA-9696264,RND3 GTPase cycle,Pathway
R-HSA-9010642,ROBO receptors bind AKAP5,Pathway
R-HSA-1368082,RORA activates gene expression,Pathway
R-HSA-1222556,ROS and RNS production in phagocytes,Pathway
R-HSA-5659996,RPIA deficiency: failed conversion of R5P to RU5P,Pathway
R-HSA-6791461,RPIA deficiency: failed conversion of RU5P to R5P,Pathway
R-HSA-444257,RSK activation,Pathway
R-HSA-9833110,RSV-host interactions,Pathway
R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs),Pathway
R-HSA-8939243,RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known,Pathway
R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,Pathway
R-HSA-8935964,RUNX1 regulates expression of components of tight junctions,Pathway
R-HSA-8936459,RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function,Pathway
R-HSA-8939245,RUNX1 regulates transcription of genes involved in BCR signaling,Pathway
R-HSA-8939256,RUNX1 regulates transcription of genes involved in WNT signaling,Pathway
R-HSA-8939236,RUNX1 regulates transcription of genes involved in differentiation of HSCs,Pathway
R-HSA-8939242,RUNX1 regulates transcription of genes involved in differentiation of keratinocytes,Pathway
R-HSA-8939246,RUNX1 regulates transcription of genes involved in differentiation of myeloid cells,Pathway
R-HSA-8939247,RUNX1 regulates transcription of genes involved in interleukin signaling,Pathway
R-HSA-8941326,RUNX2 regulates bone development,Pathway
R-HSA-8941284,RUNX2 regulates chondrocyte maturation,Pathway
R-HSA-8941332,RUNX2 regulates genes involved in cell migration,Pathway
R-HSA-8941333,RUNX2 regulates genes involved in differentiation of myeloid cells,Pathway
R-HSA-8940973,RUNX2 regulates osteoblast differentiation,Pathway
R-HSA-8949275,RUNX3 Regulates Immune Response and Cell Migration,Pathway
R-HSA-8952158,RUNX3 regulates BCL2L11 (BIM) transcription,Pathway
R-HSA-8941855,RUNX3 regulates CDKN1A transcription,Pathway
R-HSA-8941856,RUNX3 regulates NOTCH signaling,Pathway
R-HSA-8951911,RUNX3 regulates RUNX1-mediated transcription,Pathway
R-HSA-8951430,RUNX3 regulates WNT signaling,Pathway
R-HSA-8951671,RUNX3 regulates YAP1-mediated transcription,Pathway
R-HSA-8951936,RUNX3 regulates p14-ARF,Pathway
R-HSA-9007101,Rab regulation of trafficking,Pathway
R-HSA-392517,Rap1 signalling,Pathway
R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor,Pathway
R-HSA-975578,Reactions specific to the complex N-glycan synthesis pathway,Pathway
R-HSA-975574,Reactions specific to the hybrid N-glycan synthesis pathway,Pathway
R-HSA-8934903,Receptor Mediated Mitophagy,Pathway
R-HSA-388844,Receptor-type tyrosine-protein phosphatases,Pathway
R-HSA-110330,Recognition and association of DNA glycosylase with site containing an affected purine,Pathway
R-HSA-110328,Recognition and association of DNA glycosylase with site containing an affected pyrimidine,Pathway
R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex,Pathway
R-HSA-5693565,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,Pathway
R-HSA-380320,Recruitment of NuMA to mitotic centrosomes,Pathway
R-HSA-380270,Recruitment of mitotic centrosome proteins and complexes,Pathway
R-HSA-159418,Recycling of bile acids and salts,Pathway
R-HSA-72731,Recycling of eIF2:GDP,Pathway
R-HSA-437239,Recycling pathway of L1,Pathway
R-HSA-418359,Reduction of cytosolic Ca++ levels,Pathway
R-HSA-8866376,Reelin signalling pathway,Pathway
R-HSA-9669929,Regorafenib-resistant KIT mutants,Pathway
R-HSA-9674403,Regorafenib-resistant PDGFR mutants,Pathway
R-HSA-5218859,Regulated Necrosis,Pathway
R-HSA-193692,Regulated proteolysis of p75NTR,Pathway
R-HSA-3248023,Regulation by TREX1,Pathway
R-HSA-3371378,Regulation by c-FLIP,Pathway
R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,Pathway
R-HSA-169911,Regulation of Apoptosis,Pathway
R-HSA-9708530,Regulation of BACH1 activity,Pathway
R-HSA-9759475,Regulation of CDH11 Expression and Function,Pathway
R-HSA-9762292,Regulation of CDH11 function,Pathway
R-HSA-9762293,Regulation of CDH11 gene transcription,Pathway
R-HSA-9759811,Regulation of CDH11 mRNA translation by microRNAs,Pathway
R-HSA-9764302,Regulation of CDH19 Expression and Function,Pathway
R-HSA-977606,Regulation of Complement cascade,Pathway
R-HSA-9764260,Regulation of Expression and Function of Type II Classical Cadherins,Pathway
R-HSA-9617629,Regulation of FOXO transcriptional activity by acetylation,Pathway
R-HSA-4641263,Regulation of FZD by ubiquitination,Pathway
R-HSA-170822,Regulation of Glucokinase by Glucokinase Regulatory Protein,Pathway
R-HSA-9707587,Regulation of HMOX1 expression and activity,Pathway
R-HSA-3371453,Regulation of HSF1-mediated heat shock response,Pathway
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,Pathway
R-HSA-912694,Regulation of IFNA/IFNB signaling,Pathway
R-HSA-877312,Regulation of IFNG signaling,Pathway
R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Pathway
R-HSA-1433559,Regulation of KIT signaling,Pathway
R-HSA-9022692,Regulation of MECP2 expression and activity,Pathway
R-HSA-9854909,Regulation of MITF-M dependent genes involved in invasion,Pathway
R-HSA-9854907,Regulation of MITF-M dependent genes involved in metabolism,Pathway
R-HSA-9825895,Regulation of MITF-M-dependent genes involved in DNA damage repair and senescence,Pathway
R-HSA-9824594,Regulation of MITF-M-dependent genes involved in apoptosis,Pathway
R-HSA-9825892,Regulation of MITF-M-dependent genes involved in cell cycle and proliferation,Pathway
R-HSA-9857377,Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy,Pathway
R-HSA-9824585,Regulation of MITF-M-dependent genes involved in pigmentation,Pathway
R-HSA-9758274,Regulation of NF-kappa B signaling,Pathway
R-HSA-9818749,Regulation of NFE2L2 gene expression,Pathway
R-HSA-9768759,Regulation of NPAS4 gene expression,Pathway
R-HSA-9768777,Regulation of NPAS4 gene transcription,Pathway
R-HSA-9768778,Regulation of NPAS4 mRNA translation,Pathway
R-HSA-211728,Regulation of PAK-2p34 activity by PS-GAP/RHG10,Pathway
R-HSA-2565942,Regulation of PLK1 Activity at G2/M Transition,Pathway
R-HSA-8943724,Regulation of PTEN gene transcription,Pathway
R-HSA-8948747,Regulation of PTEN localization,Pathway
R-HSA-8943723,Regulation of PTEN mRNA translation,Pathway
R-HSA-8948751,Regulation of PTEN stability and activity,Pathway
R-HSA-5658442,Regulation of RAS by GAPs,Pathway
R-HSA-8934593,Regulation of RUNX1 Expression and Activity,Pathway
R-HSA-8939902,Regulation of RUNX2 expression and activity,Pathway
R-HSA-8941858,Regulation of RUNX3 expression and activity,Pathway
R-HSA-9824878,"Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7 ",Pathway
R-HSA-9828211,"Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation",Pathway
R-HSA-5686938,Regulation of TLR by endogenous ligand,Pathway
R-HSA-5357905,Regulation of TNFR1 signaling,Pathway
R-HSA-5633007,Regulation of TP53 Activity,Pathway
R-HSA-6804758,Regulation of TP53 Activity through Acetylation,Pathway
R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,Pathway
R-HSA-6804760,Regulation of TP53 Activity through Methylation,Pathway
R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,Pathway
R-HSA-6804757,Regulation of TP53 Degradation,Pathway
R-HSA-6804754,Regulation of TP53 Expression,Pathway
R-HSA-6806003,Regulation of TP53 Expression and Degradation,Pathway
R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation,Pathway
R-HSA-211733,Regulation of activated PAK-2p34 by proteasome mediated degradation,Pathway
R-HSA-186712,Regulation of beta-cell development,Pathway
R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),Pathway
R-HSA-428542,Regulation of commissural axon pathfinding by SLIT and ROBO,Pathway
R-HSA-8985801,Regulation of cortical dendrite branching,Pathway
R-HSA-446388,Regulation of cytoskeletal remodeling and cell spreading by IPP complex components,Pathway
R-HSA-9842860,Regulation of endogenous retroelements,Pathway
R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins,Pathway
R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs),Pathway
R-HSA-9843970,Regulation of endogenous retroelements by the Human Silencing Hub (HUSH) complex,Pathway
R-HSA-9010553,Regulation of expression of SLITs and ROBOs,Pathway
R-HSA-191650,Regulation of gap junction activity,Pathway
R-HSA-1234158,Regulation of gene expression by Hypoxia-inducible Factor,Pathway
R-HSA-210745,Regulation of gene expression in beta cells,Pathway
R-HSA-210747,Regulation of gene expression in early pancreatic precursor cells,Pathway
R-HSA-210746,Regulation of gene expression in endocrine-committed (NEUROG3+) progenitor cells,Pathway
R-HSA-210744,Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells,Pathway
R-HSA-9634600,"Regulation of glycolysis by fructose 2,6-bisphosphate metabolism",Pathway
R-HSA-3134975,Regulation of innate immune responses to cytosolic DNA,Pathway
R-HSA-422356,Regulation of insulin secretion,Pathway
R-HSA-400206,Regulation of lipid metabolism by PPARalpha,Pathway
R-HSA-9614399,Regulation of localization of FOXO transcription factors,Pathway
R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,Pathway
R-HSA-453276,Regulation of mitotic cell cycle,Pathway
R-HSA-5675482,Regulation of necroptotic cell death,Pathway
R-HSA-350562,Regulation of ornithine decarboxylase (ODC),Pathway
R-HSA-204174,Regulation of pyruvate dehydrogenase (PDH) complex,Pathway
R-HSA-9861718,Regulation of pyruvate metabolism,Pathway
R-HSA-912631,Regulation of signaling by CBL,Pathway
R-HSA-1433617,Regulation of signaling by NODAL,Pathway
R-HSA-9627069,Regulation of the apoptosome activity,Pathway
R-HSA-350864,Regulation of thyroid hormone activity,Pathway
R-HSA-444821,Relaxin receptors,Pathway
R-HSA-168298,Release,Pathway
R-HSA-5362798,Release of Hh-Np from the secreting cell,Pathway
R-HSA-111457,Release of apoptotic factors from the mitochondria,Pathway
R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,Pathway
R-HSA-69166,Removal of the Flap Intermediate,Pathway
R-HSA-174437,Removal of the Flap Intermediate from the C-strand,Pathway
R-HSA-9821993,Replacement of protamines by nucleosomes in the male pronucleus,Pathway
R-HSA-9682706,Replication of the SARS-CoV-1 genome,Pathway
R-HSA-9694686,Replication of the SARS-CoV-2 genome,Pathway
R-HSA-4641265,Repression of WNT target genes,Pathway
R-HSA-1474165,Reproduction,Pathway
R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,Pathway
R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,Pathway
R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,Pathway
R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,Pathway
R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,Pathway
R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,Pathway
R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,Pathway
R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,Pathway
R-HSA-110373,Resolution of AP sites via the multiple-nucleotide patch replacement pathway,Pathway
R-HSA-110381,Resolution of AP sites via the single-nucleotide replacement pathway,Pathway
R-HSA-73933,Resolution of Abasic Sites (AP sites),Pathway
R-HSA-5693537,Resolution of D-Loop Structures,Pathway
R-HSA-5693568,Resolution of D-loop Structures through Holliday Junction Intermediates,Pathway
R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA),Pathway
R-HSA-2500257,Resolution of Sister Chromatid Cohesion,Pathway
R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,Pathway
R-HSA-611105,Respiratory electron transport,Pathway
R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,Pathway
R-HSA-9820965,"Respiratory syncytial virus (RSV) genome replication, transcription and translation",Pathway
R-HSA-9834752,Respiratory syncytial virus genome replication,Pathway
R-HSA-9828642,Respiratory syncytial virus genome transcription,Pathway
R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,Pathway
R-HSA-9633012,Response of EIF2AK4 (GCN2) to amino acid deficiency,Pathway
R-HSA-9637690,Response of Mtb to phagocytosis,Pathway
R-HSA-76005,Response to elevated platelet cytosolic Ca2+,Pathway
R-HSA-5660526,Response to metal ions,Pathway
R-HSA-2453864,Retinoid cycle disease events,Pathway
R-HSA-975634,Retinoid metabolism and transport,Pathway
R-HSA-6809583,Retinoid metabolism disease events,Pathway
R-HSA-177504,Retrograde neurotrophin signalling,Pathway
R-HSA-6811440,Retrograde transport at the Trans-Golgi-Network,Pathway
R-HSA-888593,Reuptake of GABA,Pathway
R-HSA-165054,Rev-mediated nuclear export of HIV RNA,Pathway
R-HSA-73943,Reversal of alkylation damage by DNA dioxygenases,Pathway
R-HSA-162589,Reverse Transcription of HIV RNA,Pathway
R-HSA-9729902,Reversible DNA damage induced by alkylating chemotherapeutic drugs,Pathway
R-HSA-1475029,Reversible hydration of carbon dioxide,Pathway
R-HSA-9037628,Rhesus blood group biosynthesis,Pathway
R-HSA-444411,Rhesus glycoproteins mediate ammonium transport.,Pathway
R-HSA-9755088,Ribavirin ADME,Pathway
R-HSA-72702,Ribosomal scanning and start codon recognition,Pathway
R-HSA-428890,Role of ABL in ROBO-SLIT signaling,Pathway
R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization,Pathway
R-HSA-2029485,Role of phospholipids in phagocytosis,Pathway
R-HSA-418890,Role of second messengers in netrin-1 signaling,Pathway
R-HSA-69242,S Phase,Pathway
R-HSA-9679506,SARS-CoV Infections,Pathway
R-HSA-9679514,SARS-CoV-1 Genome Replication and Transcription,Pathway
R-HSA-9678108,SARS-CoV-1 Infection,Pathway
R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,Pathway
R-HSA-9735869,SARS-CoV-1 modulates host translation machinery,Pathway
R-HSA-9692912,SARS-CoV-1 targets PDZ proteins in cell-cell junction,Pathway
R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,Pathway
R-HSA-9692914,SARS-CoV-1-host interactions,Pathway
R-HSA-9692913,SARS-CoV-1-mediated effects on programmed cell death,Pathway
R-HSA-9694682,SARS-CoV-2 Genome Replication and Transcription,Pathway
R-HSA-9694516,SARS-CoV-2 Infection,Pathway
R-HSA-9705671,SARS-CoV-2 activates/modulates innate and adaptive immune responses,Pathway
R-HSA-9754560,SARS-CoV-2 modulates autophagy,Pathway
R-HSA-9754678,SARS-CoV-2 modulates host translation machinery,Pathway
R-HSA-9705677,SARS-CoV-2 targets PDZ proteins in cell-cell junction,Pathway
R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,Pathway
R-HSA-9705683,SARS-CoV-2-host interactions,Pathway
R-HSA-187577,SCF(Skp2)-mediated degradation of p27/p21,Pathway
R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,Pathway
R-HSA-373756,SDK interactions,Pathway
R-HSA-399955,SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion,Pathway
R-HSA-5654688,SHC-mediated cascade:FGFR1,Pathway
R-HSA-5654699,SHC-mediated cascade:FGFR2,Pathway
R-HSA-5654704,SHC-mediated cascade:FGFR3,Pathway
R-HSA-5654719,SHC-mediated cascade:FGFR4,Pathway
R-HSA-2428933,SHC-related events triggered by IGF1R,Pathway
R-HSA-180336,SHC1 events in EGFR signaling,Pathway
R-HSA-1250196,SHC1 events in ERBB2 signaling,Pathway
R-HSA-1250347,SHC1 events in ERBB4 signaling,Pathway
R-HSA-9726840,SHOC2 M1731 mutant abolishes MRAS complex function,Pathway
R-HSA-427359,SIRT1 negatively regulates rRNA expression,Pathway
R-HSA-77588,SLBP Dependent Processing of Replication-Dependent Histone Pre-mRNAs,Pathway
R-HSA-111367,SLBP independent Processing of Histone Pre-mRNAs,Pathway
R-HSA-5619102,SLC transporter disorders,Pathway
R-HSA-425407,SLC-mediated transmembrane transport,Pathway
R-HSA-9860276,SLC15A4:TASL-dependent IRF5 activation,Pathway
R-HSA-8985586,SLIT2:ROBO1 increases RHOA activity,Pathway
R-HSA-111463,SMAC (DIABLO) binds to IAPs ,Pathway
R-HSA-111464,SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes ,Pathway
R-HSA-111469,"SMAC, XIAP-regulated apoptotic response",Pathway
R-HSA-3315487,SMAD2/3 MH2 Domain Mutants in Cancer,Pathway
R-HSA-3304356,SMAD2/3 Phosphorylation Motif Mutants in Cancer,Pathway
R-HSA-2173796,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription,Pathway
R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,Pathway
R-HSA-112412,SOS-mediated signalling,Pathway
R-HSA-1799339,SRP-dependent cotranslational protein targeting to membrane,Pathway
R-HSA-9701898,STAT3 nuclear events downstream of ALK signaling,Pathway
R-HSA-9645135,STAT5 Activation,Pathway
R-HSA-9702518,STAT5 activation downstream of FLT3 ITD mutants,Pathway
R-HSA-3249367,STAT6-mediated induction of chemokines,Pathway
R-HSA-1834941,STING mediated induction of host immune responses,Pathway
R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,Pathway
R-HSA-3065676,SUMO is conjugated to E1 (UBA2:SAE1),Pathway
R-HSA-3065679,SUMO is proteolytically processed,Pathway
R-HSA-3065678,"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",Pathway
R-HSA-2990846,SUMOylation,Pathway
R-HSA-3108214,SUMOylation of DNA damage response and repair proteins,Pathway
R-HSA-4655427,SUMOylation of DNA methylation proteins,Pathway
R-HSA-4615885,SUMOylation of DNA replication proteins,Pathway
R-HSA-4570464,SUMOylation of RNA binding proteins,Pathway
R-HSA-4085377,SUMOylation of SUMOylation proteins,Pathway
R-HSA-4551638,SUMOylation of chromatin organization proteins,Pathway
R-HSA-4755510,SUMOylation of immune response proteins,Pathway
R-HSA-4090294,SUMOylation of intracellular receptors,Pathway
R-HSA-9793242,SUMOylation of nuclear envelope proteins,Pathway
