DrugId:START_ID(Drug),Relation:TYPE,DiseaseId:END_ID(Disease),RelationName
DB00752,DrugToDisease,C0031511,Contraindication
DB00752,DrugToDisease,C0007820,Contraindication
DB00752,DrugToDisease,C0264716,Contraindication
DB00752,DrugToDisease,C0020615,Contraindication
DB00752,DrugToDisease,C0020651,Contraindication
DB00752,DrugToDisease,C0022658,Contraindication
DB00752,DrugToDisease,C0264886,Contraindication
DB00752,DrugToDisease,C0020538,Contraindication
DB00752,DrugToDisease,C0011849,Contraindication
DB00752,DrugToDisease,C1956346,Contraindication
DB00752,DrugToDisease,C0007222,Contraindication
DB00752,DrugToDisease,C0005586,Contraindication
DB00752,DrugToDisease,C0036341,Contraindication
DB00752,DrugToDisease,C0039070,Contraindication
DB00752,DrugToDisease,C0014544,Contraindication
DB00752,DrugToDisease,C0002962,Contraindication
DB00752,DrugToDisease,C0020550,Contraindication
DB00752,DrugToDisease,C0085631,Contraindication
DB00752,DrugToDisease,C0001973,Contraindication
DB00752,DrugToDisease,C0003467,Contraindication
DB01576,DrugToDisease,C0014544,Contraindication
DB01576,DrugToDisease,C0020538,Contraindication
DB01576,DrugToDisease,C0038454,Contraindication
DB01576,DrugToDisease,C1956346,Contraindication
DB01576,DrugToDisease,C0027404,Indication
DB01576,DrugToDisease,C0264716,Contraindication
DB01576,DrugToDisease,C0020550,Contraindication
DB01576,DrugToDisease,C1510472,Contraindication
DB01576,DrugToDisease,C0003850,Contraindication
DB01576,DrugToDisease,C0005586,Contraindication
DB01576,DrugToDisease,C0003125,Contraindication
DB01576,DrugToDisease,C0033975,Contraindication
DB01576,DrugToDisease,C0338831,Contraindication
DB01576,DrugToDisease,C0740858,Contraindication
DB01576,DrugToDisease,C0745138,Contraindication
DB01576,DrugToDisease,C0017601,Contraindication
DB01576,DrugToDisease,C1290384,Contraindication
DB01576,DrugToDisease,C0040517,Contraindication
DB01576,DrugToDisease,C0085631,Contraindication
DB01576,DrugToDisease,C0027051,Contraindication
DB01576,DrugToDisease,C0878544,Contraindication
DB01576,DrugToDisease,C1263846,Indication
DB01576,DrugToDisease,C0007222,Contraindication
DB01576,DrugToDisease,C0751554,Contraindication
DB01576,DrugToDisease,C0264886,Contraindication
DB00182,DrugToDisease,C0017601,Contraindication
DB00182,DrugToDisease,C0028754,Indication
DB00182,DrugToDisease,C0023895,Contraindication
DB00182,DrugToDisease,C0022658,Contraindication
DB00182,DrugToDisease,C0338831,Contraindication
DB00182,DrugToDisease,C0017605,Contraindication
DB00182,DrugToDisease,C0024117,Contraindication
DB00182,DrugToDisease,C0424295,Contraindication
DB00182,DrugToDisease,C0151744,Contraindication
DB00182,DrugToDisease,C0005586,Contraindication
DB00182,DrugToDisease,C0751554,Contraindication
DB00182,DrugToDisease,C0027947,Contraindication
DB00182,DrugToDisease,C0020538,Contraindication
DB00182,DrugToDisease,C0028840,Contraindication
DB00182,DrugToDisease,C0001973,Contraindication
DB00182,DrugToDisease,C0003850,Contraindication
DB00182,DrugToDisease,C0019147,Contraindication
DB00182,DrugToDisease,C0020550,Contraindication
DB00182,DrugToDisease,C0027051,Contraindication
DB00182,DrugToDisease,C0011849,Contraindication
DB00182,DrugToDisease,C0424284,Contraindication
DB00182,DrugToDisease,C0878544,Contraindication
DB00182,DrugToDisease,C0007222,Contraindication
DB00182,DrugToDisease,C1263846,Indication
DB00182,DrugToDisease,C0085605,Contraindication
DB00182,DrugToDisease,C1290384,Contraindication
DB00182,DrugToDisease,C0033975,Contraindication
DB00182,DrugToDisease,C0040517,Contraindication
DB00182,DrugToDisease,C0264716,Contraindication
DB00182,DrugToDisease,C0002871,Contraindication
DB00182,DrugToDisease,C0347950,Contraindication
DB00182,DrugToDisease,C0740858,Contraindication
DB00182,DrugToDisease,C0745138,Contraindication
DB00182,DrugToDisease,C0264886,Contraindication
DB00182,DrugToDisease,C0035229,Contraindication
DB00182,DrugToDisease,C1956346,Contraindication
DB00182,DrugToDisease,C0011581,Contraindication
DB00182,DrugToDisease,C0085631,Contraindication
DB00182,DrugToDisease,C1510472,Contraindication
DB00182,DrugToDisease,C0017612,Contraindication
DB00182,DrugToDisease,C0037315,Contraindication
DB00182,DrugToDisease,C0220994,Contraindication
DB00182,DrugToDisease,C0027404,Indication
DB00182,DrugToDisease,C0003125,Contraindication
DB00182,DrugToDisease,C0038454,Contraindication
DB00182,DrugToDisease,C0040034,Contraindication
DB00182,DrugToDisease,C0032708,Contraindication
DB00182,DrugToDisease,C0019151,Contraindication
DB00182,DrugToDisease,C0014544,Contraindication
DB00437,DrugToDisease,C1959799,Indication
DB00437,DrugToDisease,C0018099,Indication
DB00437,DrugToDisease,C0023895,Contraindication
DB00437,DrugToDisease,C0003868,Indication
DB00437,DrugToDisease,C0264716,Contraindication
DB00437,DrugToDisease,C0740394,Indication
DB00437,DrugToDisease,C0151436,Contraindication
DB00437,DrugToDisease,C0558595,Indication
DB00437,DrugToDisease,C0268120,Off-label use
DB00437,DrugToDisease,C1291401,Off-label use
DB00437,DrugToDisease,C0011175,Contraindication
DB00437,DrugToDisease,C0341677,Contraindication
DB00437,DrugToDisease,C0005586,Off-label use
DB13526,DrugToDisease,C0011581,Contraindication
DB13526,DrugToDisease,C0001973,Contraindication
DB13526,DrugToDisease,C0023895,Contraindication
DB13526,DrugToDisease,C0019147,Contraindication
DB13526,DrugToDisease,C0267509,Contraindication
DB13526,DrugToDisease,C0019151,Contraindication
DB13526,DrugToDisease,C0022658,Contraindication
DB13526,DrugToDisease,C0017612,Contraindication
DB13526,DrugToDisease,C0403654,Contraindication
DB13526,DrugToDisease,C0014544,Contraindication
DB13526,DrugToDisease,C0274643,Contraindication
DB13526,DrugToDisease,C0032708,Contraindication
DB13526,DrugToDisease,C0085605,Contraindication
DB13526,DrugToDisease,C0040034,Contraindication
DB13526,DrugToDisease,C0162565,Contraindication
DB13526,DrugToDisease,C0220994,Contraindication
DB13526,DrugToDisease,C0002871,Contraindication
DB13526,DrugToDisease,C0017605,Contraindication
DB13526,DrugToDisease,C1739363,Contraindication
DB13526,DrugToDisease,C0740858,Contraindication
DB13526,DrugToDisease,C0013404,Contraindication
DB13526,DrugToDisease,C0037315,Contraindication
DB13526,DrugToDisease,C0027947,Contraindication
DB00780,DrugToDisease,C0011581,Indication
DB00780,DrugToDisease,C0031511,Contraindication
DB00780,DrugToDisease,C0039070,Contraindication
DB00780,DrugToDisease,C0020651,Contraindication
DB00780,DrugToDisease,C0011849,Contraindication
DB00780,DrugToDisease,C0020550,Contraindication
DB00780,DrugToDisease,C0007222,Contraindication
DB00780,DrugToDisease,C0022658,Contraindication
DB00780,DrugToDisease,C0264886,Contraindication
DB00780,DrugToDisease,C0020538,Contraindication
DB00780,DrugToDisease,C0264716,Contraindication
DB00780,DrugToDisease,C0085631,Contraindication
DB00780,DrugToDisease,C0003467,Contraindication
DB00780,DrugToDisease,C0020615,Contraindication
DB00780,DrugToDisease,C0014544,Contraindication
DB00780,DrugToDisease,C0002962,Contraindication
DB00780,DrugToDisease,C1956346,Contraindication
DB00780,DrugToDisease,C0001973,Contraindication
DB00780,DrugToDisease,C0005586,Contraindication
DB00780,DrugToDisease,C2267227,Off-label use
DB00780,DrugToDisease,C0036341,Contraindication
DB00780,DrugToDisease,C0023895,Contraindication
DB00780,DrugToDisease,C0007820,Contraindication
DB06698,DrugToDisease,C0025281,Indication
DB13882,DrugToDisease,C0003862,Indication
DB08797,DrugToDisease,C0004604,Indication
DB08797,DrugToDisease,C0267558,Contraindication
DB08797,DrugToDisease,C0151744,Contraindication
DB08797,DrugToDisease,C0236124,Contraindication
DB08797,DrugToDisease,C0002871,Contraindication
DB08797,DrugToDisease,C0393735,Indication
DB08797,DrugToDisease,C0740858,Contraindication
DB08797,DrugToDisease,C0040156,Contraindication
DB08797,DrugToDisease,C0341677,Contraindication
DB08797,DrugToDisease,C0034155,Contraindication
DB08797,DrugToDisease,C0030920,Contraindication
DB08797,DrugToDisease,C0020538,Contraindication
DB08797,DrugToDisease,C0520459,Contraindication
DB08797,DrugToDisease,C3203356,Contraindication
DB08797,DrugToDisease,C0016977,Contraindication
DB08797,DrugToDisease,C0003862,Indication
DB08797,DrugToDisease,C0473223,Contraindication
DB08797,DrugToDisease,C0014544,Contraindication
DB08797,DrugToDisease,C0005779,Contraindication
DB08797,DrugToDisease,C0684275,Contraindication
DB08797,DrugToDisease,C0267112,Contraindication
DB08797,DrugToDisease,C0017605,Contraindication
DB08797,DrugToDisease,C0021390,Contraindication
DB08797,DrugToDisease,C0015967,Indication
DB08797,DrugToDisease,C0033845,Contraindication
DB08797,DrugToDisease,C0151559,Contraindication
DB08797,DrugToDisease,C0347950,Contraindication
DB08797,DrugToDisease,C0011849,Contraindication
DB08797,DrugToDisease,C0028768,Contraindication
DB08797,DrugToDisease,C0085633,Contraindication
DB08797,DrugToDisease,C0917801,Contraindication
DB08797,DrugToDisease,C0014358,Contraindication
DB08797,DrugToDisease,C0001818,Contraindication
DB08797,DrugToDisease,C0237963,Contraindication
DB08797,DrugToDisease,C0009806,Contraindication
DB08797,DrugToDisease,C0917796,Contraindication
DB08797,DrugToDisease,C0018099,Contraindication
DB08797,DrugToDisease,C0019112,Contraindication
DB08797,DrugToDisease,C0040034,Contraindication
DB08797,DrugToDisease,C0267509,Contraindication
DB08797,DrugToDisease,C0017181,Contraindication
DB08797,DrugToDisease,C0028840,Contraindication
DB08797,DrugToDisease,C0878588,Contraindication
DB08797,DrugToDisease,C0014544,Contraindication
DB08797,DrugToDisease,C1510472,Contraindication
DB08797,DrugToDisease,C0023895,Contraindication
DB08797,DrugToDisease,C0001403,Contraindication
DB08797,DrugToDisease,C0041974,Contraindication
DB08797,DrugToDisease,C0027430,Contraindication
DB08797,DrugToDisease,C0030193,Indication
DB08797,DrugToDisease,C0272053,Contraindication
DB08797,DrugToDisease,C0085682,Contraindication
DB08797,DrugToDisease,C0022658,Contraindication
DB08797,DrugToDisease,C0017168,Contraindication
DB08797,DrugToDisease,C0001973,Contraindication
DB08797,DrugToDisease,C0035400,Contraindication
DB08797,DrugToDisease,C1739363,Contraindication
DB08797,DrugToDisease,C0030319,Contraindication
DB08797,DrugToDisease,C0042880,Contraindication
DB08797,DrugToDisease,C0085605,Contraindication
DB08797,DrugToDisease,C0235063,Contraindication
DB08797,DrugToDisease,C0268000,Contraindication
DB08797,DrugToDisease,C0401151,Contraindication
DB08797,DrugToDisease,C1827786,Contraindication
DB08797,DrugToDisease,C0221505,Contraindication
DB08797,DrugToDisease,C0007222,Contraindication
DB08797,DrugToDisease,C0020676,Contraindication
DB08797,DrugToDisease,C0018674,Contraindication
DB08797,DrugToDisease,C0042974,Contraindication
DB08797,DrugToDisease,C0017154,Contraindication
DB08797,DrugToDisease,C0264886,Contraindication
DB08797,DrugToDisease,C0017152,Contraindication
DB08797,DrugToDisease,C0024117,Contraindication
DB08797,DrugToDisease,C0020550,Contraindication
DB08797,DrugToDisease,C0740577,Contraindication
DB08797,DrugToDisease,C0268734,Contraindication
DB08797,DrugToDisease,C0403654,Contraindication
DB08797,DrugToDisease,C0237938,Contraindication
DB08797,DrugToDisease,C0264220,Contraindication
DB02362,DrugToDisease,C0030807,Indication
DB02362,DrugToDisease,C0030848,Indication
DB02362,DrugToDisease,C1527383,Indication
DB02362,DrugToDisease,C0011644,Indication
DB02362,DrugToDisease,C0022658,Contraindication
DB02362,DrugToDisease,C0011633,Indication
DB02362,DrugToDisease,C0003125,Contraindication
DB00951,DrugToDisease,C1827377,Contraindication
DB00951,DrugToDisease,C0740447,Contraindication
DB00951,DrugToDisease,C0026919,Off-label use
DB00951,DrugToDisease,C0022346,Contraindication
DB00951,DrugToDisease,C0267797,Contraindication
DB00951,DrugToDisease,C0275959,Indication
DB00951,DrugToDisease,C0268734,Contraindication
DB00951,DrugToDisease,C0041327,Indication
DB00951,DrugToDisease,C0001973,Contraindication
DB00951,DrugToDisease,C0085605,Contraindication
DB00951,DrugToDisease,C0162557,Contraindication
DB00951,DrugToDisease,C0011849,Contraindication
DB00951,DrugToDisease,C0041318,Off-label use
DB00951,DrugToDisease,C0032708,Contraindication
DB00951,DrugToDisease,C0272053,Contraindication
DB00951,DrugToDisease,C0018099,Contraindication
DB00951,DrugToDisease,C0031117,Contraindication
DB00951,DrugToDisease,C0023895,Contraindication
DB00733,DrugToDisease,C0017605,Contraindication
DB00733,DrugToDisease,C0268734,Contraindication
DB00733,DrugToDisease,C0004239,Contraindication
DB00733,DrugToDisease,C0022658,Contraindication
DB00733,DrugToDisease,C0020538,Contraindication
DB00733,DrugToDisease,C1739363,Contraindication
DB00733,DrugToDisease,C0024117,Contraindication
DB00733,DrugToDisease,C0700359,Indication
DB00733,DrugToDisease,C0018799,Contraindication
DB00733,DrugToDisease,C1541124,Contraindication
DB08841,DrugToDisease,C0019112,Contraindication
DB08841,DrugToDisease,C0022658,Contraindication
DB08841,DrugToDisease,C0274726,Off-label use
DB08841,DrugToDisease,C0005779,Contraindication
DB08841,DrugToDisease,C0751434,Contraindication
DB08841,DrugToDisease,C0009806,Contraindication
DB08841,DrugToDisease,C0020473,Indication
DB08841,DrugToDisease,C0020443,Indication
DB08841,DrugToDisease,C0401151,Off-label use
DB08841,DrugToDisease,C0008350,Contraindication
DB00828,DrugToDisease,C0577708,Indication
DB00828,DrugToDisease,C0042029,Indication
DB00828,DrugToDisease,C0022658,Contraindication
DB00828,DrugToDisease,C0014358,Contraindication
DB00936,DrugToDisease,C0039503,Off-label use
DB00936,DrugToDisease,C2607914,Indication
DB00936,DrugToDisease,C0029408,Indication
DB00936,DrugToDisease,C0033774,Off-label use
DB00936,DrugToDisease,C0870082,Indication
DB00936,DrugToDisease,C0035436,Off-label use
DB00936,DrugToDisease,C0015967,Indication
DB00936,DrugToDisease,C0036508,Indication
DB00936,DrugToDisease,C3495559,Off-label use
DB00936,DrugToDisease,C0423775,Indication
DB00936,DrugToDisease,C0009443,Indication
DB00936,DrugToDisease,C0010346,Off-label use
DB00936,DrugToDisease,C0009324,Off-label use
DB00936,DrugToDisease,C0042548,Indication
DB00936,DrugToDisease,C0001144,Indication
DB00936,DrugToDisease,C0040259,Indication
DB00936,DrugToDisease,C0003873,Indication
DB00936,DrugToDisease,C0030193,Indication
DB00936,DrugToDisease,C0040252,Indication
DB00936,DrugToDisease,C0039103,Indication
DB00936,DrugToDisease,C0475811,Indication
DB00936,DrugToDisease,C0039520,Off-label use
DB06799,DrugToDisease,C0026896,Contraindication
DB06799,DrugToDisease,C0020550,Contraindication
DB06799,DrugToDisease,C0030446,Contraindication
DB06799,DrugToDisease,C0011849,Contraindication
DB06799,DrugToDisease,C0007222,Contraindication
DB06799,DrugToDisease,C0013604,Contraindication
DB06799,DrugToDisease,C0027430,Contraindication
DB06799,DrugToDisease,C3203356,Contraindication
DB06799,DrugToDisease,C0023895,Contraindication
DB06799,DrugToDisease,C0042880,Contraindication
DB06799,DrugToDisease,C0268000,Contraindication
DB06799,DrugToDisease,C0403654,Contraindication
DB06799,DrugToDisease,C0023890,Contraindication
DB06799,DrugToDisease,C0005779,Contraindication
DB06799,DrugToDisease,C0264716,Contraindication
DB06799,DrugToDisease,C0002871,Contraindication
DB06799,DrugToDisease,C0017181,Contraindication
DB06799,DrugToDisease,C0085605,Contraindication
DB06799,DrugToDisease,C0267797,Contraindication
DB06799,DrugToDisease,C0237938,Contraindication
DB06799,DrugToDisease,C1956346,Contraindication
DB06799,DrugToDisease,C0017601,Contraindication
DB06799,DrugToDisease,C0022658,Contraindication
DB06799,DrugToDisease,C0040156,Contraindication
DB06799,DrugToDisease,C0017152,Contraindication
DB06799,DrugToDisease,C2939465,Contraindication
DB06799,DrugToDisease,C3489393,Contraindication
DB06799,DrugToDisease,C3472181,Contraindication
DB06799,DrugToDisease,C0267516,Contraindication
DB06799,DrugToDisease,C0014848,Contraindication
DB06799,DrugToDisease,C0684275,Contraindication
DB06799,DrugToDisease,C0034155,Contraindication
DB06799,DrugToDisease,C0017168,Contraindication
DB06799,DrugToDisease,C0020538,Contraindication
DB06799,DrugToDisease,C1541124,Contraindication
DB06799,DrugToDisease,C1145628,Contraindication
DB06799,DrugToDisease,C0017658,Contraindication
DB06799,DrugToDisease,C0085681,Contraindication
DB06799,DrugToDisease,C0025162,Contraindication
DB06799,DrugToDisease,C0042029,Indication
DB06799,DrugToDisease,C0020488,Contraindication
DB06799,DrugToDisease,C0272053,Contraindication
DB06799,DrugToDisease,C0267387,Contraindication
DB06799,DrugToDisease,C0020683,Contraindication
DB06799,DrugToDisease,C0264886,Contraindication
DB06799,DrugToDisease,C1739363,Contraindication
DB06799,DrugToDisease,C0020598,Contraindication
DB06799,DrugToDisease,C0041948,Contraindication
DB06799,DrugToDisease,C0268734,Contraindication
DB00593,DrugToDisease,C0162565,Contraindication
DB00593,DrugToDisease,C0014553,Indication
DB00593,DrugToDisease,C0027947,Contraindication
DB00593,DrugToDisease,C0022658,Contraindication
DB00593,DrugToDisease,C0023895,Contraindication
DB00593,DrugToDisease,C0024141,Contraindication
DB00593,DrugToDisease,C0018939,Contraindication
DB00593,DrugToDisease,C0085633,Contraindication
DB00593,DrugToDisease,C0011581,Contraindication
DB06706,DrugToDisease,C0023895,Contraindication
DB06706,DrugToDisease,C0085605,Contraindication
DB06706,DrugToDisease,C0014544,Contraindication
DB06706,DrugToDisease,C0028768,Contraindication
DB06706,DrugToDisease,C0085096,Contraindication
DB06706,DrugToDisease,C0268734,Contraindication
DB06706,DrugToDisease,C0033893,Off-label use
