NodeType: Pathway | PathwayName: Regulation of innate immune responses to cytosolic DNA | PathwayId: R-HSA-3134975
NodeType: Pathway | PathwayName: Signaling by kinase domain mutants of KIT | PathwayId: R-HSA-9669933
NodeType: Pathway | PathwayName: Signaling by membrane-tethered fusions of PDGFRA or PDGFRB | PathwayId: R-HSA-9673768
NodeType: Pathway | PathwayName: Signaling by moderate kinase activity BRAF mutants | PathwayId: R-HSA-6802946
NodeType: Pathway | PathwayName: Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants | PathwayId: R-HSA-9670439
NodeType: Pathway | PathwayName: Signaling by plasma membrane FGFR1 fusions | PathwayId: R-HSA-8853336
NodeType: Pathway | PathwayName: Signaling by the B Cell Receptor (BCR) | PathwayId: R-HSA-983705
NodeType: Pathway | PathwayName: Signaling downstream of RAS mutants | PathwayId: R-HSA-9649948
NodeType: Pathway | PathwayName: Signalling to ERK5 | PathwayId: R-HSA-198765
NodeType: Pathway | PathwayName: Signalling to ERKs | PathwayId: R-HSA-187687
NodeType: Pathway | PathwayName: Signalling to RAS | PathwayId: R-HSA-167044
NodeType: Pathway | PathwayName: Signalling to STAT3 | PathwayId: R-HSA-198745
NodeType: Pathway | PathwayName: Signalling to p38 via RIT and RIN | PathwayId: R-HSA-187706
NodeType: Pathway | PathwayName: Small interfering RNA (siRNA) biogenesis | PathwayId: R-HSA-426486
NodeType: Pathway | PathwayName: Smooth Muscle Contraction | PathwayId: R-HSA-445355
NodeType: Pathway | PathwayName: Sodium-coupled phosphate cotransporters | PathwayId: R-HSA-427652
NodeType: Pathway | PathwayName: Sodium-coupled sulphate, di- and tri-carboxylate transporters | PathwayId: R-HSA-433137
NodeType: Pathway | PathwayName: Sodium/Calcium exchangers | PathwayId: R-HSA-425561
NodeType: Pathway | PathwayName: Sodium/Proton exchangers | PathwayId: R-HSA-425986
NodeType: Pathway | PathwayName: Somitogenesis | PathwayId: R-HSA-9824272
NodeType: Pathway | PathwayName: Sorafenib-resistant KIT mutants | PathwayId: R-HSA-9669936
NodeType: Pathway | PathwayName: Sorafenib-resistant PDGFR mutants | PathwayId: R-HSA-9674404
NodeType: Pathway | PathwayName: Specification of primordial germ cells | PathwayId: R-HSA-9827857
NodeType: Pathway | PathwayName: Specification of the neural plate border | PathwayId: R-HSA-9834899
NodeType: Pathway | PathwayName: Sperm Motility And Taxes | PathwayId: R-HSA-1300642
NodeType: Pathway | PathwayName: Sphingolipid catabolism | PathwayId: R-HSA-9845614
NodeType: Pathway | PathwayName: Sphingolipid de novo biosynthesis | PathwayId: R-HSA-1660661
NodeType: Pathway | PathwayName: Sphingolipid metabolism | PathwayId: R-HSA-428157
NodeType: Pathway | PathwayName: Spry regulation of FGF signaling | PathwayId: R-HSA-1295596
NodeType: Pathway | PathwayName: Stabilization of p53 | PathwayId: R-HSA-69541
NodeType: Pathway | PathwayName: Sterols are 12-hydroxylated by CYP8B1 | PathwayId: R-HSA-211994
NodeType: Pathway | PathwayName: Stimulation of the cell death response by PAK-2p34 | PathwayId: R-HSA-211736
NodeType: Pathway | PathwayName: Stimuli-sensing channels | PathwayId: R-HSA-2672351
NodeType: Pathway | PathwayName: Striated Muscle Contraction | PathwayId: R-HSA-390522
NodeType: Pathway | PathwayName: Sulfide oxidation to sulfate | PathwayId: R-HSA-1614517
NodeType: Pathway | PathwayName: Sulfur amino acid metabolism | PathwayId: R-HSA-1614635
NodeType: Pathway | PathwayName: Sunitinib-resistant KIT mutants | PathwayId: R-HSA-9669934
NodeType: Pathway | PathwayName: Sunitinib-resistant PDGFR mutants | PathwayId: R-HSA-9674401
NodeType: Pathway | PathwayName: Suppression of apoptosis | PathwayId: R-HSA-9635465
NodeType: Pathway | PathwayName: Suppression of autophagy | PathwayId: R-HSA-9636569
NodeType: Pathway | PathwayName: Suppression of phagosomal maturation | PathwayId: R-HSA-9637687
NodeType: Pathway | PathwayName: Surfactant metabolism | PathwayId: R-HSA-5683826
NodeType: Pathway | PathwayName: Switching of origins to a post-replicative state | PathwayId: R-HSA-69052
NodeType: Pathway | PathwayName: Synaptic adhesion-like molecules | PathwayId: R-HSA-8849932
NodeType: Pathway | PathwayName: Syndecan interactions | PathwayId: R-HSA-3000170
NodeType: Pathway | PathwayName: Synthesis And Processing Of GAG, GAGPOL Polyproteins | PathwayId: R-HSA-174495
NodeType: Pathway | PathwayName: Synthesis and processing of ENV and VPU | PathwayId: R-HSA-171286
NodeType: Pathway | PathwayName: Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE) | PathwayId: R-HSA-2142816
NodeType: Pathway | PathwayName: Synthesis of 12-eicosatetraenoic acid derivatives | PathwayId: R-HSA-2142712
NodeType: Pathway | PathwayName: Synthesis of 15-eicosatetraenoic acid derivatives | PathwayId: R-HSA-2142770
NodeType: Pathway | PathwayName: Synthesis of 5-eicosatetraenoic acids | PathwayId: R-HSA-2142688
NodeType: Pathway | PathwayName: Synthesis of BMP | PathwayId: R-HSA-1483171
NodeType: Pathway | PathwayName: Synthesis of CL | PathwayId: R-HSA-1483076
NodeType: Pathway | PathwayName: Synthesis of DNA | PathwayId: R-HSA-69239
NodeType: Pathway | PathwayName: Synthesis of Dolichyl-phosphate | PathwayId: R-HSA-446199
NodeType: Pathway | PathwayName: Synthesis of GDP-mannose | PathwayId: R-HSA-446205
NodeType: Pathway | PathwayName: Synthesis of Hepoxilins (HX) and Trioxilins (TrX) | PathwayId: R-HSA-2142696
NodeType: Pathway | PathwayName: Synthesis of IP2, IP, and Ins in the cytosol | PathwayId: R-HSA-1855183
NodeType: Pathway | PathwayName: Synthesis of IP3 and IP4 in the cytosol | PathwayId: R-HSA-1855204
NodeType: Pathway | PathwayName: Synthesis of IPs in the ER lumen | PathwayId: R-HSA-1855231
NodeType: Pathway | PathwayName: Synthesis of IPs in the nucleus | PathwayId: R-HSA-1855191
NodeType: Pathway | PathwayName: Synthesis of Ketone Bodies | PathwayId: R-HSA-77111
NodeType: Pathway | PathwayName: Synthesis of Leukotrienes (LT) and Eoxins (EX) | PathwayId: R-HSA-2142691
NodeType: Pathway | PathwayName: Synthesis of Lipoxins (LX) | PathwayId: R-HSA-2142700
NodeType: Pathway | PathwayName: Synthesis of PA | PathwayId: R-HSA-1483166
NodeType: Pathway | PathwayName: Synthesis of PC | PathwayId: R-HSA-1483191
NodeType: Pathway | PathwayName: Synthesis of PE | PathwayId: R-HSA-1483213
NodeType: Pathway | PathwayName: Synthesis of PG | PathwayId: R-HSA-1483148
NodeType: Pathway | PathwayName: Synthesis of PI | PathwayId: R-HSA-1483226
NodeType: Pathway | PathwayName: Synthesis of PIPs at the ER membrane | PathwayId: R-HSA-1483248
NodeType: Pathway | PathwayName: Synthesis of PIPs at the Golgi membrane | PathwayId: R-HSA-1660514
NodeType: Pathway | PathwayName: Synthesis of PIPs at the early endosome membrane | PathwayId: R-HSA-1660516
NodeType: Pathway | PathwayName: Synthesis of PIPs at the late endosome membrane | PathwayId: R-HSA-1660517
NodeType: Pathway | PathwayName: Synthesis of PIPs at the plasma membrane | PathwayId: R-HSA-1660499
NodeType: Pathway | PathwayName: Synthesis of PIPs in the nucleus | PathwayId: R-HSA-8847453
NodeType: Pathway | PathwayName: Synthesis of PS | PathwayId: R-HSA-1483101
NodeType: Pathway | PathwayName: Synthesis of Prostaglandins (PG) and Thromboxanes (TX) | PathwayId: R-HSA-2162123
NodeType: Pathway | PathwayName: Synthesis of UDP-N-acetyl-glucosamine | PathwayId: R-HSA-446210
NodeType: Pathway | PathwayName: Synthesis of active ubiquitin: roles of E1 and E2 enzymes | PathwayId: R-HSA-8866652
NodeType: Pathway | PathwayName: Synthesis of bile acids and bile salts | PathwayId: R-HSA-192105
NodeType: Pathway | PathwayName: Synthesis of bile acids and bile salts via 24-hydroxycholesterol | PathwayId: R-HSA-193775
NodeType: Pathway | PathwayName: Synthesis of bile acids and bile salts via 27-hydroxycholesterol | PathwayId: R-HSA-193807
NodeType: Pathway | PathwayName: Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol | PathwayId: R-HSA-193368
NodeType: Pathway | PathwayName: Synthesis of diphthamide-EEF2 | PathwayId: R-HSA-5358493
NodeType: Pathway | PathwayName: Synthesis of dolichyl-phosphate mannose | PathwayId: R-HSA-162699
NodeType: Pathway | PathwayName: Synthesis of dolichyl-phosphate-glucose | PathwayId: R-HSA-480985
NodeType: Pathway | PathwayName: Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET) | PathwayId: R-HSA-2142670
NodeType: Pathway | PathwayName: Synthesis of glycosylphosphatidylinositol (GPI) | PathwayId: R-HSA-162710
NodeType: Pathway | PathwayName: Synthesis of pyrophosphates in the cytosol | PathwayId: R-HSA-1855167
NodeType: Pathway | PathwayName: Synthesis of substrates in N-glycan biosythesis | PathwayId: R-HSA-446219
NodeType: Pathway | PathwayName: Synthesis of very long-chain fatty acyl-CoAs | PathwayId: R-HSA-75876
NodeType: Pathway | PathwayName: Synthesis of wybutosine at G37 of tRNA(Phe) | PathwayId: R-HSA-6782861
NodeType: Pathway | PathwayName: Synthesis, secretion, and deacylation of Ghrelin | PathwayId: R-HSA-422085
NodeType: Pathway | PathwayName: Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) | PathwayId: R-HSA-381771
NodeType: Pathway | PathwayName: Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP) | PathwayId: R-HSA-400511
NodeType: Pathway | PathwayName: TAK1-dependent IKK and NF-kappa-B activation | PathwayId: R-HSA-445989
NodeType: Pathway | PathwayName: TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P | PathwayId: R-HSA-6791462
NodeType: Pathway | PathwayName: TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P | PathwayId: R-HSA-6791055
NodeType: Pathway | PathwayName: TBC/RABGAPs | PathwayId: R-HSA-8854214
NodeType: Pathway | PathwayName: TCF dependent signaling in response to WNT | PathwayId: R-HSA-201681
NodeType: Pathway | PathwayName: TCR signaling | PathwayId: R-HSA-202403
NodeType: Pathway | PathwayName: TET1,2,3 and TDG demethylate DNA | PathwayId: R-HSA-5221030
NodeType: Pathway | PathwayName: TFAP2 (AP-2) family regulates transcription of cell cycle factors | PathwayId: R-HSA-8866911
NodeType: Pathway | PathwayName: TFAP2 (AP-2) family regulates transcription of growth factors and their receptors | PathwayId: R-HSA-8866910
NodeType: Pathway | PathwayName: TFAP2 (AP-2) family regulates transcription of other transcription factors | PathwayId: R-HSA-8866906
NodeType: Pathway | PathwayName: TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation | PathwayId: R-HSA-8869496
NodeType: Pathway | PathwayName: TGF-beta receptor signaling activates SMADs | PathwayId: R-HSA-2173789
NodeType: Pathway | PathwayName: TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition) | PathwayId: R-HSA-2173791
NodeType: Pathway | PathwayName: TGFBR1 KD Mutants in Cancer | PathwayId: R-HSA-3656532
NodeType: Pathway | PathwayName: TGFBR1 LBD Mutants in Cancer | PathwayId: R-HSA-3656535
NodeType: Pathway | PathwayName: TGFBR2 Kinase Domain Mutants in Cancer | PathwayId: R-HSA-3645790
NodeType: Pathway | PathwayName: TGFBR2 MSI Frameshift Mutants in Cancer | PathwayId: R-HSA-3642279
NodeType: Pathway | PathwayName: TGFBR3 PTM regulation | PathwayId: R-HSA-9839383
NodeType: Pathway | PathwayName: TGFBR3 expression | PathwayId: R-HSA-9839394
NodeType: Pathway | PathwayName: TGFBR3 regulates FGF2 signaling | PathwayId: R-HSA-9839397
NodeType: Pathway | PathwayName: TGFBR3 regulates TGF-beta signaling | PathwayId: R-HSA-9839389
NodeType: Pathway | PathwayName: TGFBR3 regulates activin signaling | PathwayId: R-HSA-9839406
NodeType: Pathway | PathwayName: TICAM1 deficiency - HSE | PathwayId: R-HSA-5602566
NodeType: Pathway | PathwayName: TICAM1, RIP1-mediated IKK complex recruitment | PathwayId: R-HSA-168927
NodeType: Pathway | PathwayName: TICAM1,TRAF6-dependent induction of TAK1 complex | PathwayId: R-HSA-9014325
NodeType: Pathway | PathwayName: TICAM1-dependent activation of IRF3/IRF7 | PathwayId: R-HSA-9013973
NodeType: Pathway | PathwayName: TLR3 deficiency - HSE | PathwayId: R-HSA-5602410
NodeType: Pathway | PathwayName: TLR3-mediated TICAM1-dependent programmed cell death | PathwayId: R-HSA-9013957
NodeType: Pathway | PathwayName: TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway | PathwayId: R-HSA-5676594
NodeType: Pathway | PathwayName: TNF signaling | PathwayId: R-HSA-75893
NodeType: Pathway | PathwayName: TNFR1-induced NF-kappa-B signaling pathway | PathwayId: R-HSA-5357956
NodeType: Pathway | PathwayName: TNFR1-induced proapoptotic signaling | PathwayId: R-HSA-5357786
NodeType: Pathway | PathwayName: TNFR1-mediated ceramide production | PathwayId: R-HSA-5626978
NodeType: Pathway | PathwayName: TNFR2 non-canonical NF-kB pathway | PathwayId: R-HSA-5668541
NodeType: Pathway | PathwayName: TNFs bind their physiological receptors | PathwayId: R-HSA-5669034
NodeType: Pathway | PathwayName: TP53 Regulates Metabolic Genes | PathwayId: R-HSA-5628897
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Caspase Activators and Caspases | PathwayId: R-HSA-6803207
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Cell Cycle Genes | PathwayId: R-HSA-6791312
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Cell Death Genes | PathwayId: R-HSA-5633008
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of DNA Repair Genes | PathwayId: R-HSA-6796648
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Death Receptors and Ligands | PathwayId: R-HSA-6803211
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Genes Involved in Cytochrome C Release | PathwayId: R-HSA-6803204
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest | PathwayId: R-HSA-6804116
NodeType: Pathway | PathwayName: TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest | PathwayId: R-HSA-6804114
NodeType: Pathway | PathwayName: TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain | PathwayId: R-HSA-6804115
NodeType: Pathway | PathwayName: TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain | PathwayId: R-HSA-6803205
NodeType: Pathway | PathwayName: TRAF3 deficiency - HSE | PathwayId: R-HSA-5602571
NodeType: Pathway | PathwayName: TRAF3-dependent IRF activation pathway | PathwayId: R-HSA-918233
NodeType: Pathway | PathwayName: TRAF6 mediated IRF7 activation | PathwayId: R-HSA-933541
NodeType: Pathway | PathwayName: TRAF6 mediated IRF7 activation in TLR7/8 or 9 signaling | PathwayId: R-HSA-975110
NodeType: Pathway | PathwayName: TRAF6 mediated NF-kB activation | PathwayId: R-HSA-933542
NodeType: Pathway | PathwayName: TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation | PathwayId: R-HSA-975138
NodeType: Pathway | PathwayName: TRAF6-mediated induction of TAK1 complex within TLR4 complex | PathwayId: R-HSA-937072
NodeType: Pathway | PathwayName: TRAIL  signaling | PathwayId: R-HSA-75158
NodeType: Pathway | PathwayName: TRIF (TICAM1)-mediated TLR4 signaling | PathwayId: R-HSA-937061
NodeType: Pathway | PathwayName: TRIF-mediated programmed cell death | PathwayId: R-HSA-2562578
NodeType: Pathway | PathwayName: TRKA activation by NGF | PathwayId: R-HSA-187042
NodeType: Pathway | PathwayName: TRP channels | PathwayId: R-HSA-3295583
NodeType: Pathway | PathwayName: TWIK related potassium channel (TREK) | PathwayId: R-HSA-1299503
NodeType: Pathway | PathwayName: TWIK-related alkaline pH activated K+ channel (TALK) | PathwayId: R-HSA-1299361
NodeType: Pathway | PathwayName: TWIK-related spinal cord K+ channel (TRESK) | PathwayId: R-HSA-1299344
NodeType: Pathway | PathwayName: TWIK-releated acid-sensitive K+ channel (TASK) | PathwayId: R-HSA-1299316
NodeType: Pathway | PathwayName: TYSND1 cleaves peroxisomal proteins | PathwayId: R-HSA-9033500
NodeType: Pathway | PathwayName: Tachykinin receptors bind tachykinins | PathwayId: R-HSA-380095
NodeType: Pathway | PathwayName: Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK) | PathwayId: R-HSA-1299308
NodeType: Pathway | PathwayName: Tandem pore domain halothane-inhibited K+ channel (THIK) | PathwayId: R-HSA-1299287
NodeType: Pathway | PathwayName: Tandem pore domain potassium channels | PathwayId: R-HSA-1296346
NodeType: Pathway | PathwayName: Tat-mediated HIV elongation arrest and recovery | PathwayId: R-HSA-167243
NodeType: Pathway | PathwayName: Tat-mediated elongation of the HIV-1 transcript | PathwayId: R-HSA-167246
NodeType: Pathway | PathwayName: Telomere C-strand (Lagging Strand) Synthesis | PathwayId: R-HSA-174417
NodeType: Pathway | PathwayName: Telomere C-strand synthesis initiation | PathwayId: R-HSA-174430
NodeType: Pathway | PathwayName: Telomere Extension By Telomerase | PathwayId: R-HSA-171319
NodeType: Pathway | PathwayName: Telomere Maintenance | PathwayId: R-HSA-157579
NodeType: Pathway | PathwayName: Terminal pathway of complement | PathwayId: R-HSA-166665
NodeType: Pathway | PathwayName: Termination of O-glycan biosynthesis | PathwayId: R-HSA-977068
NodeType: Pathway | PathwayName: Termination of translesion DNA synthesis | PathwayId: R-HSA-5656169
NodeType: Pathway | PathwayName: Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation | PathwayId: R-HSA-1474151
NodeType: Pathway | PathwayName: The AIM2 inflammasome | PathwayId: R-HSA-844615
NodeType: Pathway | PathwayName: The IPAF inflammasome | PathwayId: R-HSA-844623
NodeType: Pathway | PathwayName: The NLRP1 inflammasome | PathwayId: R-HSA-844455
NodeType: Pathway | PathwayName: The NLRP3 inflammasome | PathwayId: R-HSA-844456
NodeType: Pathway | PathwayName: The activation of arylsulfatases | PathwayId: R-HSA-1663150
